C[PPB],C_STDEV[PPB],VALVE_ID,DATE_TIME,TIME_NORM_GLOBAL[h],TREATMENT
4375.36746678,9.680462476322548,1.0,2026-04-14 08:17:07.032,0.25195333333333336,HD_STD
1121.30268899,13.017553942381038,2.0,2026-04-14 08:32:06.653,0.5018480555555556,LD
3428.39704088,20.401149968436954,3.0,2026-04-14 08:47:06.697,0.7518602777777779,HD
1366.1015333433331,8.200614005854689,4.0,2026-04-14 09:02:06.377,1.0017713888888888,F
1996.1872986866667,7.0524792897029425,5.0,2026-04-14 09:17:05.776,1.2516044444444443,HD
61.15645604170001,0.3439806640330034,11.0,2026-04-14 09:47:04.864,1.751351111111111,BACKGROUND
1424.7339515833332,4.159029648978489,6.0,2026-04-14 10:02:06.405,2.0017791666666667,LD
5795.506777389999,15.555236434995992,7.0,2026-04-14 10:17:04.355,2.2512097222222223,HD_STD
3186.4079596433335,17.9549533068927,8.0,2026-04-14 10:32:05.598,2.501555,F
2669.0347605199995,4.081032012799845,9.0,2026-04-14 10:47:04.627,2.751285277777778,HD
1539.8682960766666,2.024435774208176,10.0,2026-04-14 11:02:04.421,3.0012280555555555,LD
70.24664595043335,0.23666971196490835,12.0,2026-04-14 11:32:04.459,3.5012386111111113,BACKGROUND
3953.6060422900005,112.89724346308451,17.0,2026-04-14 11:47:05.036,3.7513988888888887,F
3046.913497066667,10.822959848312166,18.0,2026-04-14 12:02:02.430,4.000675,LD
2702.59681822,23.89791738418636,19.0,2026-04-14 12:17:03.914,4.251087222222222,F
3292.67088729,22.51872986780678,20.0,2026-04-14 12:32:03.686,4.501023888888889,HD
1273.5411866700001,1.3289542328891866,21.0,2026-04-14 12:47:02.141,4.750594722222222,F
65.98652558766668,0.525572565425443,27.0,2026-04-14 13:17:03.243,5.250900833333333,BACKGROUND
2979.1072232799997,10.221061129182123,22.0,2026-04-14 13:32:03.532,5.500981111111111,HD
2144.5006227833337,4.736378795408014,23.0,2026-04-14 13:47:02.526,5.750701666666667,LD
2822.7316841299994,21.27820544770831,24.0,2026-04-14 14:02:02.956,6.000821111111111,HD
4748.326608123333,12.00817687218857,25.0,2026-04-14 14:17:02.109,6.250585833333333,F
2117.7617239599995,4.756322530692374,26.0,2026-04-14 14:32:03.094,6.500859444444445,LD
72.97552397996667,0.5288929002060093,28.0,2026-04-14 15:02:00.878,7.000243888888889,BACKGROUND
912.7716111826668,1.3238429563398428,1.0,2026-04-14 15:17:02.829,7.2507858333333335,HD_STD
665.7314595393333,0.7640708673052781,2.0,2026-04-14 15:32:03.276,7.50091,LD
1220.0735195533334,3.1741914550564867,3.0,2026-04-14 15:47:02.997,7.7508325,HD
551.5849570186666,1.6320038707703775,4.0,2026-04-14 16:02:02.686,8.000746111111111,F
871.9808485323335,1.9038795946368576,5.0,2026-04-14 16:17:02.338,8.250649444444445,HD
64.15477470646667,0.49246281207621806,11.0,2026-04-14 16:47:02.165,8.750601388888889,BACKGROUND
605.0194588256668,4.3915056845789895,6.0,2026-04-14 17:02:01.608,9.000446666666667,LD
1243.9661753333335,4.503895349357196,7.0,2026-04-14 17:17:00.865,9.250240277777777,HD_STD
1439.018731786667,4.667191242126193,8.0,2026-04-14 17:32:00.759,9.500210833333332,F
852.5901444073334,4.195935627635517,9.0,2026-04-14 17:47:00.642,9.750178333333333,HD
739.6243966,0.8836020710430855,10.0,2026-04-14 18:02:00.663,10.000184166666667,LD
64.1048800988,0.46148143602060954,12.0,2026-04-14 18:32:00.539,10.500149722222222,BACKGROUND
568.2072399196666,0.7313945000824863,17.0,2026-04-14 18:47:00.341,10.750094722222222,F
616.0633213843333,1.5880827103501112,18.0,2026-04-14 19:01:59.328,10.999813333333334,LD
558.7977200483333,2.105881946240933,19.0,2026-04-14 19:17:00.369,11.250102499999999,F
504.74668671699993,1.8195571104917694,20.0,2026-04-14 19:31:58.658,11.499627222222223,HD
448.24440812499995,1.0441151348410465,21.0,2026-04-14 19:46:58.609,11.74961361111111,F
47.08025985196665,0.2969362008265586,27.0,2026-04-14 20:16:59.259,12.249794166666666,BACKGROUND
642.198624457,3.4093472923235577,22.0,2026-04-14 20:31:58.993,12.499720277777778,HD
318.7531196123334,2.61952020841632,23.0,2026-04-14 20:46:58.825,12.74967361111111,LD
547.1888478246667,1.590695114064028,24.0,2026-04-14 21:01:58.009,12.999446944444443,HD
635.8372392586666,1.1495331576707783,25.0,2026-04-14 21:16:58.973,13.249714722222222,F
440.67671096966666,1.7734786701763225,26.0,2026-04-14 21:31:56.944,13.499151111111113,LD
45.961986567966655,0.3281994676896213,28.0,2026-04-14 22:01:56.678,13.999077222222223,BACKGROUND
370.4806042753333,1.8276721421377922,1.0,2026-04-14 22:16:57.831,14.249397499999999,HD_STD
281.0231139656667,2.96798796436678,2.0,2026-04-14 22:31:57.950,14.499430555555556,LD
470.0639559553334,1.0850104857305838,3.0,2026-04-14 22:46:57.733,14.749370277777778,HD
263.71914771800004,2.5092152373594874,4.0,2026-04-14 23:01:56.571,14.999047500000001,F
415.5661344193333,1.5574268489106442,5.0,2026-04-14 23:16:57.148,15.249207777777778,HD
51.021761710033324,0.3525529129759217,11.0,2026-04-14 23:46:56.171,15.74893638888889,BACKGROUND
250.87163814699994,2.333164111721923,6.0,2026-04-15 00:01:57.230,15.999230555555556,LD
625.0083575063333,1.0204806899604175,7.0,2026-04-15 00:16:56.257,16.248960277777776,HD_STD
543.0542254443333,1.1160142942899587,8.0,2026-04-15 00:31:55.461,16.498739166666667,F
386.86605576166664,3.09975030809767,9.0,2026-04-15 00:46:55.384,16.748717777777777,HD
320.64013626033335,1.584606238202403,10.0,2026-04-15 01:01:55.398,16.99872166666667,LD
51.54649123146667,0.24487746375883526,12.0,2026-04-15 01:31:55.709,17.498808055555557,BACKGROUND
