C[PPB],C_STDEV[PPB],VALVE_ID,DATE_TIME,TIME_NORM_GLOBAL[h],TIME_NORM_LOCAL[h],TREATMENT,T[degc],P_ATMOS[hpa],P_DROP[pa],F[mg/h m2],F_STDEV[mg/h m2]
23.12525404106667,0.2221950773480754,16.0,2025-10-28 23:11:07.075,12.56564222222222,9.79067888888889,BACKGROUND,6.7,986.4,131.3,4.413794099110191,0.04240919124644701
21.117128520033337,0.227006277346385,17.0,2025-10-28 23:19:08.262,12.699305277777778,11.390167222222225,AA,6.7,986.4,129.5,4.002791248548537,0.04302946489460763
35.87083360863334,0.205386945302551,18.0,2025-10-28 23:27:07.395,12.832397777777777,11.390177777777778,H2SO4,6.7,986.4,125.6,6.696216450233283,0.038340771692216724
25.004153066999997,0.2480427025399604,4.0,2025-10-28 23:35:06.598,12.965509722222222,12.965509722222222,AA,6.9,986.8,131.2,4.769118044404491,0.04730993788497515
11.876237364233331,0.2827241594091743,5.0,2025-10-28 23:43:05.763,13.098611111111111,12.965372777777777,BACKGROUND,6.9,986.8,131.2,2.265190816966615,0.05392483747057622
22.637397261066667,0.2058701149434768,8.0,2025-10-28 23:51:06.394,13.232119722222222,12.299420833333334,H2SO4,6.9,986.8,131.2,4.317699522428134,0.03926623218749798
11.62815079026667,0.2102479920807174,9.0,2025-10-28 23:59:06.391,13.36545222222222,12.299495833333332,BACKGROUND,6.9,986.8,131.2,2.217872511351201,0.040101237988152565
120.46548638366669,0.4321159364185651,11.0,2025-10-29 00:15:05.624,13.631905833333333,11.523318611111112,RAW,6.9,986.8,127.3,22.63267286121132,0.08118456929588579
41.76914227823333,0.2341590715769319,12.0,2025-10-29 00:23:04.947,13.765051111111111,11.523428333333332,H2SO4,6.9,986.8,129.5,7.914973172827145,0.04437157836184127
128.83031428466666,0.2849951619379186,13.0,2025-10-29 00:31:05.141,13.898438333333331,11.523336944444443,RAW,6.2,986.8,127.3,24.264881525285645,0.05367815702461773
41.87300166336666,0.2236916663028388,14.0,2025-10-29 00:39:04.187,14.031506666666669,11.52311777777778,AA,6.2,986.8,131.6,8.01877349333904,0.04283745452142554
121.057755497,0.2486497516295504,15.0,2025-10-29 00:47:05.318,14.165154166666667,11.523759166666668,RAW,6.2,986.8,131.3,23.15639172200016,0.04756267805125962
21.6872798809,0.2536840043908152,16.0,2025-10-29 00:55:04.392,14.298230277777778,11.523266944444444,BACKGROUND,6.2,986.8,131.3,4.14842606526947,0.04852564922554592
20.31505515773333,0.1803564159074553,17.0,2025-10-29 01:03:04.677,14.431642777777776,13.122504722222224,AA,6.2,986.8,129.5,3.859213427015609,0.03426197450679841
31.728691861833337,0.1836758599406953,18.0,2025-10-29 01:11:03.105,14.564539444444444,13.122319444444445,H2SO4,6.2,986.8,125.6,5.935986352695354,0.03436313739864823
22.247831007966667,0.1976749891713622,4.0,2025-10-29 01:19:03.421,14.697960555555555,14.697960555555555,AA,6.2,986.8,131.2,4.254029543057653,0.037797628162379304
10.95617617826667,0.2440306755639247,5.0,2025-10-29 01:27:02.506,14.831039722222222,14.69780138888889,BACKGROUND,6.2,986.8,131.2,2.0949411708764423,0.04666134433012898
18.94905175426667,0.2070677013519768,8.0,2025-10-29 01:35:02.516,14.964375833333332,14.031676944444444,H2SO4,6.3,987.0,131.2,3.6227042464071806,0.03958747122069966
10.5431566259,0.1641629942986777,9.0,2025-10-29 01:43:02.381,15.097671666666669,14.031715277777778,BACKGROUND,6.3,987.0,131.2,2.0156543332351076,0.03138489378049371
93.35910318806668,0.3341068511257546,11.0,2025-10-29 01:59:02.743,15.36443888888889,13.255851666666668,RAW,6.3,987.0,127.3,17.581233977663924,0.0629184570394764
32.22823188313333,0.2518880659836253,12.0,2025-10-29 02:07:03.003,15.497844444444445,13.256221666666669,H2SO4,6.3,987.0,129.5,6.121387109412862,0.04784328118645741
107.8470835786667,0.2656666553852894,13.0,2025-10-29 02:15:01.680,15.630810277777778,13.25570888888889,RAW,6.3,987.0,127.3,20.309586804681054,0.050029911051986245
34.976902848600005,0.2547230629646843,14.0,2025-10-29 02:23:00.897,15.763926111111113,13.255537222222223,AA,6.3,987.0,131.6,6.697115301360803,0.04877246364477808
99.14315709396666,0.2748790490027767,15.0,2025-10-29 02:31:01.368,15.89739027777778,13.255995277777778,RAW,6.3,987.1,131.3,18.96346032373577,0.052577082396618506
20.37297448216666,0.2196722885739293,16.0,2025-10-29 02:39:00.582,16.030505277777777,13.255541944444444,BACKGROUND,6.3,987.1,131.3,3.896810476822708,0.04201749117841487
19.299319885733333,0.2037356918978352,17.0,2025-10-29 02:47:00.713,16.163875,14.854736944444443,AA,6.3,987.1,129.5,3.6660583137551557,0.03870120457679211
29.98879241673333,0.2273126861939116,18.0,2025-10-29 02:55:00.480,16.29714361111111,14.854923611111111,H2SO4,6.3,987.1,125.6,5.610173308990528,0.04252467212279089
22.54855448536666,0.1680090633697315,4.0,2025-10-29 03:02:59.944,16.430328055555556,16.430328055555556,AA,6.3,987.1,131.2,4.3112986026834434,0.032123444569990105
10.721340416333332,0.1753505668171291,5.0,2025-10-29 03:10:59.936,16.563659166666667,16.430420833333333,BACKGROUND,6.3,987.1,131.2,2.0499274126786577,0.03352714490807172
18.88527662506667,0.1726875394935184,8.0,2025-10-29 03:18:58.940,16.696715833333336,15.764016944444446,H2SO4,6.3,987.1,131.2,3.610877441291389,0.03301797231403064
10.658495171933334,0.2205880301962456,9.0,2025-10-29 03:26:59.299,16.83014888888889,15.7641925,BACKGROUND,6.3,987.1,131.2,2.0379113601843466,0.04217657796959672
88.97962776276668,0.3510339532129658,11.0,2025-10-29 03:42:58.977,17.09672611111111,14.988138888888887,RAW,5.4,987.4,127.3,16.81745167764155,0.06634660869913013
32.13439773766667,0.2479518747721089,12.0,2025-10-29 03:50:59.098,17.230093055555557,14.98847027777778,H2SO4,5.4,987.4,129.5,6.125766677238771,0.0472669612306901
101.77276992633334,0.2492298756488714,13.0,2025-10-29 03:58:58.644,17.36330027777778,14.98819888888889,RAW,5.4,987.4,127.3,19.235398971314194,0.047105292478009146
34.6602083838,0.2382557374165519,14.0,2025-10-29 04:06:58.098,17.496481944444444,14.988093055555556,AA,5.4,987.4,131.6,6.660617838200404,0.04578536854475463
97.13689082640002,0.1659669290425164,15.0,2025-10-29 04:14:58.236,17.62985361111111,14.988458611111112,RAW,5.4,987.4,131.3,18.645411109899612,0.031857326256979825
19.3105888984,0.2148429267167753,16.0,2025-10-29 04:22:57.474,17.76297527777778,14.988011944444445,BACKGROUND,5.4,987.4,131.3,3.7066645403383185,0.0412390664206806
19.201457145166668,0.2235053506979653,17.0,2025-10-29 04:30:56.946,17.896161944444444,16.58702388888889,AA,5.8,987.6,129.5,3.6558572459923298,0.04255425250749223
29.2355812583,0.1419524433158623,18.0,2025-10-29 04:38:56.438,18.029354166666668,16.587134166666665,H2SO4,5.8,987.6,125.6,5.4818444749521555,0.0266169230644627
20.2259959604,0.1969329607994468,4.0,2025-10-29 04:46:56.757,18.16277611111111,18.16277611111111,AA,5.8,987.6,131.2,3.876118012859351,0.03774031193197985
10.10636837328,0.187539980679212,5.0,2025-10-29 04:54:56.285,18.29597833333333,18.16274,BACKGROUND,5.8,987.6,131.2,1.936788505889129,0.03594023743825628
15.514168147766668,0.1859280992875853,8.0,2025-10-29 05:02:56.846,18.4294675,17.49676861111111,H2SO4,5.8,987.6,131.2,2.973141432927386,0.035631335839100935
10.025772831153336,0.2695830812766468,9.0,2025-10-29 05:10:56.369,18.56266833333333,17.496711944444446,BACKGROUND,5.8,987.6,131.2,1.9213431437321815,0.05166301028361681
80.5810185881,0.4150870336540678,11.0,2025-10-29 05:26:55.394,18.829064166666665,16.720476944444442,RAW,5.8,987.6,127.3,15.21132733616259,0.07835622895490678
30.4626938602,0.23270796926999,12.0,2025-10-29 05:34:55.723,18.96248888888889,16.72086611111111,H2SO4,7.2,987.8,129.5,5.7721431558631044,0.044094055446997675
94.26981968766668,0.3221579652835783,13.0,2025-10-29 05:42:55.365,19.095722777777777,16.72062138888889,RAW,7.2,987.8,127.3,17.710090545360902,0.060522516686513296
34.430858612933335,0.2605008848747009,14.0,2025-10-29 05:50:53.987,19.228673333333333,16.720284444444445,AA,7.2,987.8,131.6,6.576725278401268,0.049758932063279845
95.30452916433332,0.2980207106065331,15.0,2025-10-29 05:58:55.059,19.362304444444444,16.720909444444445,RAW,7.2,987.8,131.3,18.18359737348784,0.056860766829725545
22.04287533946667,0.280534675883606,16.0,2025-10-29 06:06:53.926,19.49532305555556,16.72035972222222,BACKGROUND,7.2,987.8,131.3,4.205663399645103,0.05352452438827474
21.748912020166667,0.2104251589212168,17.0,2025-10-29 06:14:53.989,19.628673888888887,18.319535833333333,AA,7.2,987.8,129.5,4.1210351993423355,0.03987185593180279
32.347365350366665,0.2036713861115487,18.0,2025-10-29 06:22:54.273,19.76208611111111,18.31986611111111,H2SO4,7.2,987.8,125.6,6.036255815311537,0.03800657566735838
25.247696671200003,0.2368919875536542,4.0,2025-10-29 06:30:53.322,19.89515527777777,19.89515527777777,AA,7.6,988.1,131.2,4.809891255717238,0.04512984745984918
11.935451163199998,0.221065972512398,5.0,2025-10-29 06:38:52.976,20.0283925,19.895154166666664,BACKGROUND,7.6,988.1,131.2,2.273800375952759,0.04211486306934756
20.665468079066667,0.2403405294731977,8.0,2025-10-29 06:46:53.336,20.16182583333333,19.229126944444445,H2SO4,7.6,988.1,131.2,3.936939496036892,0.04578682270158311
11.562030719966668,0.2169981720014923,9.0,2025-10-29 06:54:52.723,20.29498888888889,19.2290325,BACKGROUND,7.6,988.1,131.2,2.2026607489204495,0.04133991403687895
87.32728510226667,0.3586536128207469,11.0,2025-10-29 07:10:51.637,20.56135388888889,18.45276666666667,RAW,7.6,988.1,127.3,16.387425746154893,0.06730324252960915
35.48417030846666,0.2249411675820079,12.0,2025-10-29 07:18:51.924,20.69476694444444,18.453144166666668,H2SO4,7.6,988.1,129.5,6.716083941231775,0.04257458326308915
99.28109096726666,0.2782375217364422,13.0,2025-10-29 07:26:51.259,20.82791555555556,18.452814166666663,RAW,7.6,988.1,127.3,18.630620479247007,0.052212738801057215
39.44990855986667,0.2087249850765431,14.0,2025-10-29 07:34:51.516,20.961320277777777,18.45293138888889,AA,8.0,988.6,131.6,7.5200703911499085,0.03978783823504567
108.15319915533335,0.3469443605184389,15.0,2025-10-29 07:42:50.641,21.094410555555555,18.45301555555556,RAW,8.0,988.6,131.3,20.59300351521559,0.06606024132008409
23.992876138,0.2800690569752309,16.0,2025-10-29 07:50:50.924,21.2278225,18.452859166666663,BACKGROUND,8.0,988.6,131.3,4.568384352092478,0.05332679125386402
27.126223332966667,0.2197595220394772,17.0,2025-10-29 07:58:51.266,21.361250833333333,20.05211277777778,AA,8.0,988.6,129.5,5.129466259712563,0.041555694639662764
38.397090759,0.1619414403467004,18.0,2025-10-29 08:06:49.816,21.49418138888889,20.051961388888888,H2SO4,8.0,988.6,125.6,7.150577207997393,0.03015787783614738
32.29316565323333,0.2201328258129501,4.0,2025-10-29 08:14:49.815,21.627514444444444,21.627514444444444,AA,8.0,988.6,131.2,6.1464662058331845,0.04189861685233664
13.748693027633331,0.2361884466613056,5.0,2025-10-29 08:22:49.131,21.76065777777778,21.627419444444445,BACKGROUND,8.0,988.6,131.2,2.6168347190285917,0.04495453685775757
30.44051517703333,0.1960802303395059,8.0,2025-10-29 08:30:50.069,21.894251666666666,20.961552777777776,H2SO4,8.6,989.1,131.2,5.784430865435865,0.037259965210225794
15.3432253324,0.2287208686451984,9.0,2025-10-29 08:38:50.082,22.027588611111117,20.961632222222224,BACKGROUND,8.6,989.1,131.2,2.915582265014793,0.043462472447206676
122.09509804933332,0.5168016209544964,11.0,2025-10-29 08:54:49.091,22.29398,20.18539277777778,RAW,8.6,989.1,127.3,22.85357511667787,0.09673414292302097
58.55477699116667,0.3241300570172625,12.0,2025-10-29 09:02:49.130,22.427324166666665,20.185701388888887,H2SO4,8.6,989.1,129.5,11.054495687763362,0.06119217767855817
125.27688462733332,0.3624323522402434,13.0,2025-10-29 09:10:48.525,22.56048944444445,20.18538805555556,RAW,8.6,989.1,127.3,23.449137098504362,0.06783953753237419
57.4430817169,0.319753530198369,14.0,2025-10-29 09:18:48.414,22.693791944444445,20.18540305555556,AA,8.6,989.1,131.6,10.932195630049746,0.060853422919668436
114.15570050166666,0.399005192724202,15.0,2025-10-29 09:26:47.753,22.826941666666663,20.185546666666664,RAW,8.6,989.1,131.3,21.700597187929326,0.07584948386413345
27.1841549954,0.2736412795025114,16.0,2025-10-29 09:34:47.029,22.96007388888889,20.18511055555556,BACKGROUND,9.5,989.2,131.3,5.151678599690888,0.05185785336508222
36.20254822843333,0.2002053869277726,17.0,2025-10-29 09:42:47.681,23.093588333333336,21.784450277777776,AA,9.5,989.2,129.5,6.813567847404444,0.03768002679371804
51.26034987103334,0.2488161627014583,18.0,2025-10-29 09:50:46.559,23.22661,21.78439,H2SO4,9.5,989.2,125.6,9.501166868468507,0.046118371945300746
62.5310848079,0.4366069518630554,4.0,2025-10-29 09:58:47.223,23.36012777777778,23.36012777777778,AA,9.5,989.2,131.2,11.84577393785298,0.08271001962229517
20.341607884566663,0.1890379180060108,5.0,2025-10-29 10:06:46.717,23.49332055555556,23.36008222222222,BACKGROUND,9.5,989.2,131.2,3.853476863119797,0.035810996231088646
51.113401498933335,0.2743926551868909,8.0,2025-10-29 10:14:46.806,23.626678611111117,22.693979722222224,H2SO4,9.5,989.2,131.2,9.682828967563117,0.05198044098445748
21.90439156806667,0.2665318726789797,9.0,2025-10-29 10:22:45.480,23.759643611111112,22.693687222222223,BACKGROUND,9.5,989.2,131.2,4.149527735823792,0.05049130877366332
157.05120132166667,1.1698947931690111,11.0,2025-10-29 10:38:45.526,24.02632305555556,21.91773583333333,RAW,10.4,989.3,127.3,29.215899641336225,0.2176330303780506
78.41527702526666,0.5256456220421967,12.0,2025-10-29 10:46:45.045,24.15952277777778,21.9179,H2SO4,10.4,989.3,129.5,14.712936639495588,0.09862607167023249
