C[PPB],C_STDEV[PPB],VALVE_ID,DATE_TIME,TIME_NORM_GLOBAL[h],TIME_NORM_LOCAL[h],TREATMENT,T_GROUND_10cm[DEGC],P_ATMOSPHERE[hpa],P_DROP[pa],F[mg/h m2],F_STDEV[mg/h m2],TAN[mg/m2],TAN_STDEV[mg/m2],TAN_RATE[1/h],TAN_RATE_STDEV[1/h]
9.222025501056669,0.1799916807682707,4.0,2025-10-28 10:37:10.763,0.0,0.0,AA,9.3,984.5,131.2,1.7399341801881527,0.03395931593144533,5371.0,143.2,0.00032394976357999494,1.0703991027845354e-05
8.422758780986667,0.1900853486747653,5.0,2025-10-28 10:45:10.421,0.1332383333333333,0.0,BACKGROUND,9.3,984.5,131.2,1.5891352602353368,0.03586370426695424,0.0,0.0,0.0,0.0
8.372180955013333,0.1946131795452324,4.0,2025-10-28 11:01:10.217,0.3998483333333333,0.3998483333333333,AA,9.3,984.5,131.2,1.5795926615773164,0.03671797729978571,5371.0,143.2,0.0002940965670410196,1.040281769254819e-05
14.736750133033333,0.2633511914761184,5.0,2025-10-28 11:09:08.861,0.532805,0.3995666666666667,BACKGROUND,9.3,984.5,131.2,2.780406024513707,0.04968688704992962,0.0,0.0,0.0,0.0
17.390194729100003,0.1806607275120575,8.0,2025-10-28 11:33:08.479,0.9326988888888889,0.0,H2SO4,9.4,984.2,131.2,3.278874948744748,0.034063099516076736,5466.2,95.3,0.0005998454042561099,1.2173802652462304e-05
17.306859617066664,0.2712078466141692,9.0,2025-10-28 11:41:08.206,1.065956388888889,0.0,BACKGROUND,9.4,984.2,131.2,3.263162335087828,0.051135517917931306,0.0,0.0,0.0,0.0
,,17.0,2025-10-28 11:55:43.660,1.3091380555555556,0.0,AA,9.4,984.2,129.5,,,5371.0,143.2,,
,,18.0,2025-10-28 12:03:42.755,1.44222,0.0,H2SO4,9.4,984.2,125.6,,,5466.2,95.3,,
16.877803389833332,0.5631359933258852,4.0,2025-10-28 12:11:42.380,1.5754491666666668,1.5754491666666668,AA,9.4,984.2,131.2,3.1822649249671597,0.1061777932919268,5371.0,143.2,0.0005924902113139378,2.530496160230941e-05
15.019805683166668,0.5349832636032276,5.0,2025-10-28 12:19:42.407,1.70879,1.575551666666667,BACKGROUND,9.4,984.2,131.2,2.831944400665025,0.10086967100437484,0.0,0.0,0.0,0.0
15.664790003000004,0.3166439351650968,8.0,2025-10-28 12:27:42.187,1.8420622222222225,0.9093633333333332,H2SO4,9.4,984.2,131.2,2.953554478158628,0.059702371529368393,5466.2,95.3,0.0005403304815335384,1.4423423304469226e-05
14.72377615326667,0.4073874117810999,9.0,2025-10-28 12:35:41.905,1.9753172222222224,0.9093608333333334,BACKGROUND,9.5,984.1,131.2,2.774864671659576,0.07677683529434816,0.0,0.0,0.0,0.0
,,11.0,2025-10-28 12:43:41.677,2.108587222222222,0.0,RAW,9.5,984.1,127.3,,,5218.4,165.7,,
,,12.0,2025-10-28 12:51:40.605,2.2416227777777777,0.0,H2SO4,9.5,984.1,129.5,,,5466.2,95.3,,
,,13.0,2025-10-28 12:59:41.128,2.375101388888889,0.0,RAW,9.5,984.1,127.3,,,5218.4,165.7,,
,,14.0,2025-10-28 13:07:40.963,2.508388888888889,0.0,AA,9.5,984.1,131.6,,,5371.0,143.2,,
,,15.0,2025-10-28 13:15:39.785,2.641395,0.0,RAW,9.5,984.1,131.3,,,5218.4,165.7,,
,,16.0,2025-10-28 13:23:40.631,2.774963333333333,0.0,BACKGROUND,9.5,984.1,131.3,,,0.0,0.0,0.0,0.0
,,17.0,2025-10-28 13:31:39.707,2.90804,1.5989019444444443,AA,9.5,984.1,129.5,,,5371.0,143.2,,
,,18.0,2025-10-28 13:39:39.608,3.041345833333333,1.5991258333333334,H2SO4,9.5,984.1,125.6,,,5466.2,95.3,,
15.9820414316,0.2002476585553462,4.0,2025-10-28 13:47:39.348,3.174606944444444,3.174606944444444,AA,9.5,984.1,131.2,3.0119992105223137,0.03773897045999976,5371.0,143.2,0.0005607892776991833,1.6520320644552235e-05
14.861095444533332,0.3540184848403843,5.0,2025-10-28 13:55:38.971,3.307835555555556,3.174597222222222,BACKGROUND,9.5,984.1,131.2,2.8007440687725684,0.06671884824057756,0.0,0.0,0.0,0.0
16.34200931346667,0.3866694901558575,8.0,2025-10-28 14:03:38.921,3.441155,2.5084561111111108,H2SO4,9.5,984.1,131.2,3.0798392909423313,0.07287230508486504,5466.2,95.3,0.0005634333341155339,1.6559623439477765e-05
14.1640001882,0.2976966062750787,9.0,2025-10-28 14:11:39.003,3.574511111111111,2.508554722222222,BACKGROUND,9.5,984.1,131.2,2.669368463802394,0.05610434354792822,0.0,0.0,0.0,0.0
,,11.0,2025-10-28 14:18:49.588,3.694118055555556,1.5855308333333331,RAW,9.5,984.1,127.3,,,5218.4,165.7,,
8.482974308153333,0.2295540211212098,4.0,2025-10-28 14:27:00.210,3.8304019444444446,3.8304019444444446,AA,9.5,984.1,131.2,1.5987139082570234,0.04326209097557615,5371.0,143.2,0.00029765665765351393,1.1307506528435492e-05
6.823546256206666,0.1847423590708652,5.0,2025-10-28 14:34:59.066,3.9634175,3.830179166666667,BACKGROUND,9.6,984.3,131.2,1.2857820866747631,0.03481157847025534,0.0,0.0,0.0,0.0
12.24841742526667,0.2365002834274714,8.0,2025-10-28 14:42:59.391,4.096841111111111,3.1641422222222224,H2SO4,9.6,984.3,131.2,2.3080074677002265,0.0445644854606137,5466.2,95.3,0.0004222325322345005,1.098439707541695e-05
6.505208125740001,0.2306619166297396,9.0,2025-10-28 14:50:58.680,4.229976944444444,3.164020555555556,BACKGROUND,9.6,984.3,131.2,1.2257966406484742,0.043464343809616314,0.0,0.0,0.0,0.0
,,11.0,2025-10-28 14:58:58.599,4.363287777777778,2.2547005555555555,RAW,9.6,984.3,127.3,,,5218.4,165.7,,
,,12.0,2025-10-28 15:06:58.369,4.496557222222222,2.2549344444444444,H2SO4,9.6,984.3,129.5,,,5466.2,95.3,,
,,13.0,2025-10-28 15:14:58.309,4.629873888888889,2.2547725,RAW,9.6,984.3,127.3,,,5218.4,165.7,,
,,14.0,2025-10-28 15:22:57.698,4.7630375,2.254648611111111,AA,9.6,984.3,131.6,,,5371.0,143.2,,
,,15.0,2025-10-28 15:30:57.128,4.896212500000001,2.2548175,RAW,9.6,984.4,131.3,,,5218.4,165.7,,
,,16.0,2025-10-28 15:38:57.328,5.029601388888889,2.254638055555556,BACKGROUND,9.6,984.4,131.3,,,0.0,0.0,0.0,0.0
,,17.0,2025-10-28 15:46:57.072,5.162863611111112,3.853725555555556,AA,9.6,984.4,129.5,,,5371.0,143.2,,
,,18.0,2025-10-28 15:54:57.703,5.296372222222222,3.8541522222222224,H2SO4,9.6,984.4,125.6,,,5466.2,95.3,,
7.419272024573333,0.2152963365966197,4.0,2025-10-28 16:02:56.482,5.429366388888889,5.429366388888889,AA,9.6,984.4,131.2,1.3981785833727998,0.04057308128223354,5371.0,143.2,0.0002603199745620554,1.025846071251393e-05
5.470025655170001,0.2389896394302785,5.0,2025-10-28 16:10:56.078,5.562587499999999,5.429349166666666,BACKGROUND,9.6,984.4,131.2,1.0308386990296785,0.04503813775700175,0.0,0.0,0.0,0.0
