C[PPB],C_STDEV[PPB],VALVE_ID,DATE_TIME,TIME_NORM_GLOBAL[h],TIME_NORM_LOCAL[h],TREATMENT,T_GROUND_10cm[DEGC],P_ATMOSPHERE[hpa],P_DROP[pa],F[mg/h m2],F_STDEV[mg/h m2],TAN[mg/m2],TAN_STDEV[mg/m2],TAN_RATE[1/h],TAN_RATE_STDEV[1/h]
10.001545558673335,0.2299530771814957,8.0,2025-10-28 16:18:56.542,5.696049722222222,4.763350833333333,H2SO4,9.6,984.4,131.2,1.8848138677822086,0.04333517717519319,5466.2,95.3,0.00034481245980428975,9.949375719744653e-06
,,13.0,2025-10-28 16:28:46.405,5.859900555555556,3.484799166666667,RAW,9.6,984.4,127.3,,,5218.4,165.7,,
4.764577180846668,0.2149852013787436,4.0,2025-10-28 16:39:20.621,6.0360716666666665,6.0360716666666665,AA,9.7,984.5,131.2,0.8976690739027959,0.04050423768981095,5371.0,143.2,0.00016713257752798286,8.75940928672145e-06
6.096618970486666,0.2385655003595154,5.0,2025-10-28 16:47:19.092,6.168980277777778,6.035741944444444,BACKGROUND,9.7,984.5,131.2,1.1486321025872166,0.044946878525499764,0.0,0.0,0.0,0.0
10.157293986383332,0.2524087687191478,8.0,2025-10-28 16:55:19.237,6.302353888888889,5.369655000000001,H2SO4,9.7,984.5,131.2,1.913682650113962,0.04755501633427189,5466.2,95.3,0.0003500937854659475,1.0627416155219932e-05
6.306880587389999,0.171270411452865,9.0,2025-10-28 17:03:18.950,6.435607500000001,5.369651111111111,BACKGROUND,9.7,984.5,131.2,1.1882463944244157,0.032268162693194886,0.0,0.0,0.0,0.0
89.82234808473336,1.7143654702652382,11.0,2025-10-28 17:19:20.069,6.702585,4.593997777777778,RAW,9.7,984.5,127.3,16.669538833985154,0.3181578125220132,5218.4,165.7,0.003194377363556867,0.00011834454759899058
25.8114763692,0.2050701339338604,12.0,2025-10-28 17:27:19.421,6.8357383333333335,4.594115555555555,H2SO4,9.7,984.5,129.5,4.831396826285585,0.0383850648479865,5466.2,95.3,0.0008838675544776233,1.693432561946826e-05
163.82529150833335,1.1364397936608237,13.0,2025-10-28 17:35:18.789,6.968896111111111,4.593794722222222,RAW,9.7,984.9,127.3,30.415611169892088,0.2109900770737939,5218.4,165.7,0.005828531958050761,0.000189438529631081
26.798701128366663,0.259189842779965,14.0,2025-10-28 17:43:17.941,7.101993888888889,4.593605,AA,9.7,984.9,131.6,5.0587484725353455,0.048926857125621386,5371.0,143.2,0.0009418634281391446,2.6712892875105514e-05
118.09371252233332,1.6752639872439452,15.0,2025-10-28 17:51:18.089,7.235368333333334,4.5939733333333335,RAW,9.7,984.9,131.3,22.266939809282835,0.3158762780157794,5218.4,165.7,0.00426700517577856,0.00014839697717763616
21.460335652833336,0.3170910177397915,16.0,2025-10-28 17:59:17.605,7.3685672222222225,4.593603888888889,BACKGROUND,9.7,984.9,131.3,4.046413581741504,0.05978850571524625,0.0,0.0,0.0,0.0
17.257845314233332,0.1893628595293365,17.0,2025-10-28 18:07:17.497,7.501870555555556,6.1927325,AA,9.7,984.9,129.5,3.231639088676784,0.035459375585775464,5371.0,143.2,0.0006016829433395614,1.7347298318459492e-05
27.223617339066667,0.2533961186848335,18.0,2025-10-28 18:15:16.563,7.634944444444444,6.192724444444445,H2SO4,9.7,984.9,125.6,5.020443080903677,0.046730042335466286,5466.2,95.3,0.0009184521387625182,1.8151848965692508e-05
17.482108954766666,0.2151821901029333,4.0,2025-10-28 18:23:17.582,7.768560833333333,7.768560833333333,AA,9.7,984.9,131.2,3.2950509663696637,0.04055782315959571,5371.0,143.2,0.000613489288097126,1.801560837838885e-05
9.866602982173331,0.1858788439393575,5.0,2025-10-28 18:31:16.624,7.901628055555555,7.7683897222222225,BACKGROUND,9.6,985.3,131.2,1.8610835989403032,0.03506131426090102,0.0,0.0,0.0,0.0
17.807007622233332,0.2266775877523253,8.0,2025-10-28 18:39:16.921,8.03504388888889,7.102345,H2SO4,9.6,985.3,131.2,3.358838892354373,0.04275695916572483,5466.2,95.3,0.0006144742037163611,1.3264727617289224e-05
9.51546985448,0.1757929348800627,9.0,2025-10-28 18:47:16.762,8.168333055555555,7.102376666666667,BACKGROUND,9.6,985.3,131.2,1.7948512689098584,0.03315886415070896,0.0,0.0,0.0,0.0
136.80519927633333,0.7650920963962635,11.0,2025-10-28 19:03:16.759,8.434998888888888,6.326411666666666,RAW,9.6,985.3,127.3,25.418394515179067,0.1421540471379581,5218.4,165.7,0.004870917238076627,0.00015704698059650307
40.76620224423334,0.2219388027845815,12.0,2025-10-28 19:11:15.835,8.568075555555556,6.326452777777778,H2SO4,9.6,985.3,129.5,7.639526647303851,0.04159100687833548,5466.2,95.3,0.0013975936934806357,2.5526580952084707e-05
167.762977519,0.4639083318753345,13.0,2025-10-28 19:19:15.759,8.701387777777777,6.32628638888889,RAW,9.6,985.3,127.3,31.170347107975427,0.08619412903063399,5218.4,165.7,0.005973161717763189,0.00019038383039045125
38.141384383133335,0.1913716751336203,14.0,2025-10-28 19:27:14.135,8.83427,6.32588111111111,AA,9.6,985.3,131.6,7.205360393714195,0.03615238174459912,5371.0,143.2,0.0013415305145623153,3.639532800337729e-05
150.9233877253333,0.9364881561166004,15.0,2025-10-28 19:35:14.894,8.967814166666667,6.326419166666667,RAW,9.6,985.6,131.3,28.487374920699988,0.17676577245032626,5218.4,165.7,0.005459024781676374,0.0001766192783933734
23.32332919686667,0.2504552797433341,16.0,2025-10-28 19:43:14.174,9.1009475,6.325984166666667,BACKGROUND,9.6,985.6,131.3,4.402368865713733,0.0472744056600549,0.0,0.0,0.0,0.0
19.78926358223334,0.2244563759155146,17.0,2025-10-28 19:51:13.696,9.234148055555554,7.92501,AA,9.6,985.6,129.5,3.7096081797416165,0.042075603502441355,5371.0,143.2,0.0006906736510410755,2.00116037950562e-05
34.10562987386667,0.3136638465631402,18.0,2025-10-28 19:59:13.868,9.367529166666667,7.925309166666667,H2SO4,9.6,985.6,125.6,6.296285572481884,0.05790589879232653,5466.2,95.3,0.0011518578852734778,2.2704769881675102e-05
22.346878809566665,0.2610870966251687,4.0,2025-10-28 20:07:14.068,9.500918055555555,9.500918055555555,AA,9.6,985.6,131.2,4.216453493029548,0.04926243212447453,5371.0,143.2,0.0007850406801395547,2.2851935877604074e-05
11.128155722466666,0.2315652541467351,5.0,2025-10-28 20:15:14.042,9.634244166666669,9.501005833333332,BACKGROUND,9.6,985.6,131.2,2.09968253136471,0.0436921922310371,0.0,0.0,0.0,0.0
20.925976435966668,0.3190076423669591,8.0,2025-10-28 20:23:14.036,9.767575833333334,8.834876944444444,H2SO4,9.6,985.6,131.2,3.9483548101005095,0.06019099577277246,5466.2,95.3,0.0007223216878453971,1.67285076768314e-05
10.970796833599998,0.2126116803037386,9.0,2025-10-28 20:31:12.930,9.900601944444444,8.834645555555555,BACKGROUND,9.6,985.8,131.2,2.0704117905953425,0.040124134681901784,0.0,0.0,0.0,0.0
132.06474225033332,0.5917420264798275,11.0,2025-10-28 20:47:12.230,10.167074166666666,8.058486944444445,RAW,9.6,985.8,127.3,24.550069849807688,0.11000141169858565,5218.4,165.7,0.004704520513913784,0.00015086271448340943
39.8761598549,0.2242678451976215,12.0,2025-10-28 20:55:12.336,10.300436944444444,8.058814166666666,H2SO4,9.6,985.8,129.5,7.476526116978785,0.04204879326193526,5466.2,95.3,0.0013677739777137289,2.505638832744828e-05
156.10899514633334,0.3721201364389804,13.0,2025-10-28 21:03:11.621,10.433571666666667,8.058470277777777,RAW,9.6,985.8,127.3,29.01975705038034,0.06917497574621495,5218.4,165.7,0.005561044965962813,0.0001770768832705719
41.20571536343333,0.1952239942495496,14.0,2025-10-28 21:11:11.572,10.56689138888889,8.0585025,AA,9.6,985.8,131.6,7.788199093468954,0.03689884574572872,5371.0,143.2,0.001450046377484445,3.9266361285208e-05
145.10655489566668,0.4108051277068678,15.0,2025-10-28 21:19:11.381,10.700171666666668,8.058776666666667,RAW,9.6,985.8,131.3,27.394983077524483,0.07755679631276262,5218.4,165.7,0.005249690149763239,0.0001673547917327546
22.892179648866662,0.2862043670390707,16.0,2025-10-28 21:27:11.668,10.833584722222222,8.05862138888889,BACKGROUND,9.6,985.8,131.3,4.321864539746445,0.054033146864980744,0.0,0.0,0.0,0.0
19.39267391116667,0.2127948869256,17.0,2025-10-28 21:35:10.326,10.966545277777778,9.657407222222222,AA,9.6,986.0,129.5,3.636740578121813,0.03990578110291215,5371.0,143.2,0.0006771067916815888,1.9521964897165102e-05
32.56793161033333,0.2203401545825618,18.0,2025-10-28 21:43:10.549,11.099940555555555,9.657720555555557,H2SO4,9.6,986.0,125.6,6.014849157356535,0.04069379686065871,5466.2,95.3,0.001100371219010745,2.0578164955431156e-05
21.3383095119,0.2009875262700995,4.0,2025-10-28 21:51:10.882,11.23336638888889,11.23336638888889,AA,9.6,986.0,131.2,4.027788625428259,0.037938116499444646,5371.0,143.2,0.0007499140989440065,2.120501502434042e-05
10.882144060433337,0.205498743785513,5.0,2025-10-28 21:59:10.085,11.366478333333331,11.23324,BACKGROUND,9.6,986.0,131.2,2.054097867614176,0.03878964743188717,0.0,0.0,0.0,0.0
19.240929084533327,0.1692260115058558,8.0,2025-10-28 22:07:10.220,11.499849166666667,10.567150277777776,H2SO4,9.6,986.0,131.2,3.63189011135749,0.03194285863600195,5466.2,95.3,0.0006644268616877337,1.2974416311712491e-05
10.425246677573334,0.1913009218858787,9.0,2025-10-28 22:15:09.697,11.633037222222224,10.567080833333334,BACKGROUND,9.6,986.0,131.2,1.9678545745058271,0.036109686982287725,0.0,0.0,0.0,0.0
115.29361131866668,0.6227447763784498,11.0,2025-10-28 22:31:08.355,11.89933111111111,9.790743888888889,RAW,9.6,986.4,127.3,21.445458534375124,0.11583510245342188,5218.4,165.7,0.004109585032648921,0.0001323662630368131
35.79069052933334,0.1847293702453491,12.0,2025-10-28 22:39:08.865,12.03280611111111,9.791183333333334,H2SO4,9.6,986.4,129.5,6.714610940185112,0.03465666160887094,5466.2,95.3,0.0012283873513931273,2.2334996715146866e-05
138.73071383766668,0.3580426277759618,13.0,2025-10-28 22:47:08.970,12.166168611111113,9.79106722222222,RAW,9.6,986.4,127.3,25.804931747924616,0.0665985585817531,5218.4,165.7,0.004944989220436268,0.00015753617623637817
38.71444764543333,0.2336481000763603,14.0,2025-10-28 22:55:08.963,12.299499999999998,9.79111111111111,AA,9.6,986.4,131.6,7.321783854736045,0.044188177563490035,5371.0,143.2,0.0013632068245645215,3.726493757842104e-05
136.69853933333334,0.5316812461674922,15.0,2025-10-28 23:03:07.200,12.432343611111111,9.790948611111112,RAW,9.6,986.4,131.3,25.82332309320886,0.10043835632291295,5218.4,165.7,0.004948513546912629,0.00015830468412229737
23.12525404106667,0.2221950773480754,16.0,2025-10-28 23:11:07.075,12.56564222222222,9.79067888888889,BACKGROUND,9.6,986.4,131.3,4.368524416042395,0.04197422518238088,0.0,0.0,0.0,0.0
21.117128520033337,0.227006277346385,17.0,2025-10-28 23:19:08.262,12.699305277777778,11.390167222222225,AA,9.6,986.4,129.5,3.961736979332655,0.04258813704953472,5371.0,143.2,0.0007376162687269884,2.120445917537999e-05
35.87083360863334,0.205386945302551,18.0,2025-10-28 23:27:07.395,12.832397777777777,11.390177777777778,H2SO4,9.6,986.4,125.6,6.627537307153967,0.037947533008193986,5466.2,95.3,0.0012124578879576246,2.2249275884078064e-05
25.004153066999997,0.2480427025399604,4.0,2025-10-28 23:35:06.598,12.965509722222222,12.965509722222222,AA,9.5,986.8,131.2,4.725248570088369,0.04687475006080768,5371.0,143.2,0.000879770726138218,2.5027179950075253e-05
11.876237364233331,0.2827241594091743,5.0,2025-10-28 23:43:05.763,13.098611111111111,12.965372777777777,BACKGROUND,9.5,986.8,131.2,2.2443541068158512,0.05342880146341719,0.0,0.0,0.0,0.0
22.637397261066667,0.2058701149434768,8.0,2025-10-28 23:51:06.394,13.232119722222222,12.299420833333334,H2SO4,9.5,986.8,131.2,4.277982491618605,0.0389050356416374,5466.2,95.3,0.0007826245822726218,1.5389356454263924e-05
11.62815079026667,0.2102479920807174,9.0,2025-10-28 23:59:06.391,13.36545222222222,12.299495833333332,BACKGROUND,9.5,986.8,131.2,2.1974710659964756,0.03973236051152354,0.0,0.0,0.0,0.0
120.46548638366669,0.4321159364185651,11.0,2025-10-29 00:15:05.624,13.631905833333333,11.523318611111112,RAW,9.5,986.8,127.3,22.42448269868116,0.08043778040443238,5218.4,165.7,0.0042971950595357125,0.00013731684705362634
41.76914227823333,0.2341590715769319,12.0,2025-10-29 00:23:04.947,13.765051111111111,11.523428333333332,H2SO4,9.5,986.8,129.5,7.842166060676602,0.04396341949490057,5466.2,95.3,0.0014346650434811392,2.6273821430349725e-05
128.83031428466666,0.2849951619379186,13.0,2025-10-29 00:31:05.141,13.898438333333331,11.523336944444443,RAW,9.5,986.8,127.3,23.981583775299992,0.053051452909347124,5218.4,165.7,0.004595581744461903,0.00014627733718917347
41.87300166336666,0.2236916663028388,14.0,2025-10-29 00:39:04.187,14.031506666666669,11.52311777777778,AA,9.5,986.8,131.6,7.9251525751433265,0.04233731795705016,5371.0,143.2,0.001475545070777011,4.0122478744642894e-05
121.057755497,0.2486497516295504,15.0,2025-10-29 00:47:05.318,14.165154166666667,11.523759166666668,RAW,9.5,986.8,131.3,22.886035830676608,0.04700737347822174,5218.4,165.7,0.004385642310033077,0.00013954846371975804
21.6872798809,0.2536840043908152,16.0,2025-10-29 00:55:04.392,14.298230277777778,11.523266944444444,BACKGROUND,9.5,986.8,131.3,4.099992291997263,0.047959101755373254,0.0,0.0,0.0,0.0
20.31505515773333,0.1803564159074553,17.0,2025-10-29 01:03:04.677,14.431642777777776,13.122504722222224,AA,9.5,986.8,129.5,3.814156273967133,0.03386195852989258,5371.0,143.2,0.0007101389450692857,1.995559503087617e-05
31.728691861833337,0.1836758599406953,18.0,2025-10-29 01:11:03.105,14.564539444444444,13.122319444444445,H2SO4,9.5,986.8,125.6,5.866682425704749,0.03396194032305813,5466.2,95.3,0.0010732652346611446,1.9716288148985005e-05
22.247831007966667,0.1976749891713622,4.0,2025-10-29 01:19:03.421,14.697960555555555,14.697960555555555,AA,9.5,986.8,131.2,4.204362826298091,0.0373563326628716,5371.0,143.2,0.0007827895785325063,2.1998921590734694e-05
10.95617617826667,0.2440306755639247,5.0,2025-10-29 01:27:02.506,14.831039722222222,14.69780138888889,BACKGROUND,9.5,986.8,131.2,2.070482278734598,0.046116563023603487,0.0,0.0,0.0,0.0
18.94905175426667,0.2070677013519768,8.0,2025-10-29 01:35:02.516,14.964375833333332,14.031676944444444,H2SO4,9.5,987.0,131.2,3.5816900819334387,0.039139284743055086,5466.2,95.3,0.0006552431455002449,1.3482275746497287e-05
10.5431566259,0.1641629942986777,9.0,2025-10-29 01:43:02.381,15.097671666666669,14.031715277777778,BACKGROUND,9.5,987.0,131.2,1.9928342594111115,0.031029572145618137,0.0,0.0,0.0,0.0
93.35910318806668,0.3341068511257546,11.0,2025-10-29 01:59:02.743,15.36443888888889,13.255851666666668,RAW,9.5,987.0,127.3,17.38218940406221,0.062206130619783064,5218.4,165.7,0.0033309423202633397,0.0001064371367984443
32.22823188313333,0.2518880659836253,12.0,2025-10-29 02:07:03.003,15.497844444444445,13.256221666666669,H2SO4,9.5,987.0,129.5,6.052084301169022,0.04730162719814444,5466.2,95.3,0.001107183107308372,2.1154004748352357e-05
107.8470835786667,0.2656666553852894,13.0,2025-10-29 02:15:01.680,15.630810277777778,13.25570888888889,RAW,9.5,987.0,127.3,20.079653396667684,0.049463501303653123,5218.4,165.7,0.0038478563154736483,0.00012254820917581588
34.976902848600005,0.2547230629646843,14.0,2025-10-29 02:23:00.897,15.763926111111113,13.255537222222223,AA,9.5,987.0,131.6,6.62129443115258,0.04822028998950374,5371.0,143.2,0.0012327861536310892,3.407227161906423e-05
99.14315709396666,0.2748790490027767,15.0,2025-10-29 02:31:01.368,15.89739027777778,13.255995277777778,RAW,9.5,987.1,131.3,18.748766982020037,0.05198183504594036,5218.4,165.7,0.0035928190598689324,0.00011451694611437036
20.37297448216666,0.2196722885739293,16.0,2025-10-29 02:39:00.582,16.030505277777777,13.255541944444444,BACKGROUND,9.5,987.1,131.3,3.8526930399720714,0.041541793418744165,0.0,0.0,0.0,0.0
19.299319885733333,0.2037356918978352,17.0,2025-10-29 02:47:00.713,16.163875,14.854736944444443,AA,9.5,987.1,129.5,3.6245533195785558,0.038263051898052555,5371.0,143.2,0.0006748377061214961,1.9351360184240914e-05
29.98879241673333,0.2273126861939116,18.0,2025-10-29 02:55:00.480,16.29714361111111,14.854923611111111,H2SO4,9.5,987.1,125.6,5.546658168043175,0.042043232353489876,5466.2,95.3,0.0010147192140871491,1.9290718008591076e-05
22.54855448536666,0.1680090633697315,4.0,2025-10-29 03:02:59.944,16.430328055555556,16.430328055555556,AA,9.5,987.1,131.2,4.262488570740805,0.03175976148977087,5371.0,143.2,0.0007936117242116561,2.196976992289869e-05
10.721340416333332,0.1753505668171291,5.0,2025-10-29 03:10:59.936,16.563659166666667,16.430420833333333,BACKGROUND,9.5,987.1,131.2,2.0267193188503487,0.033147569943607444,0.0,0.0,0.0,0.0
18.88527662506667,0.1726875394935184,8.0,2025-10-29 03:18:58.940,16.696715833333336,15.764016944444446,H2SO4,9.5,987.1,131.2,3.569997173072276,0.0326441619075035,5466.2,95.3,0.0006531040161487461,1.285756173109608e-05
10.658495171933334,0.2205880301962456,9.0,2025-10-29 03:26:59.299,16.83014888888889,15.7641925,BACKGROUND,9.5,987.1,131.2,2.0148393051601476,0.041699079121188073,0.0,0.0,0.0,0.0
88.97962776276668,0.3510339532129658,11.0,2025-10-29 03:42:58.977,17.09672611111111,14.988138888888887,RAW,9.5,987.4,127.3,16.57350491706016,0.06538421317227207,5218.4,165.7,0.0031759744207151925,0.00010162218029058861
32.13439773766667,0.2479518747721089,12.0,2025-10-29 03:50:59.098,17.230093055555557,14.98847027777778,H2SO4,9.5,987.4,129.5,6.036908926038777,0.04658132690892879,5466.2,95.3,0.0011044068870584276,2.105617293741531e-05
101.77276992633334,0.2492298756488714,13.0,2025-10-29 03:58:58.644,17.36330027777778,14.98819888888889,RAW,9.5,987.4,127.3,18.956378501537483,0.04642200325402246,5218.4,165.7,0.0036326035761033043,0.00011568868971319536
34.6602083838,0.2382557374165519,14.0,2025-10-29 04:06:58.098,17.496481944444444,14.988093055555556,AA,9.5,987.4,131.6,6.564001764835389,0.04512122557276279,5371.0,143.2,0.0012221191146593537,3.364933147281444e-05
97.13689082640002,0.1659669290425164,15.0,2025-10-29 04:14:58.236,17.62985361111111,14.988458611111112,RAW,9.5,987.4,131.3,18.374948751680655,0.031395217508868666,5218.4,165.7,0.0035211844150852094,0.00011197001272926557
19.3105888984,0.2148429267167753,16.0,2025-10-29 04:22:57.474,17.76297527777778,14.988011944444445,BACKGROUND,9.5,987.4,131.3,3.652897249995537,0.040640870162676736,0.0,0.0,0.0,0.0
19.201457145166668,0.2235053506979653,17.0,2025-10-29 04:30:56.946,17.896161944444444,16.58702388888889,AA,9.4,987.6,129.5,3.6092775748347563,0.04201206419028475,5371.0,143.2,0.0006719935905482696,1.9549544533871724e-05
29.2355812583,0.1419524433158623,18.0,2025-10-29 04:38:56.438,18.029354166666668,16.587134166666665,H2SO4,9.4,987.6,125.6,5.411999703726434,0.026277793979231537,5466.2,95.3,0.0009900844652091826,1.7918461152939982e-05
20.2259959604,0.1969329607994468,4.0,2025-10-29 04:46:56.757,18.16277611111111,18.16277611111111,AA,9.4,987.6,131.2,3.826731975533945,0.03725945855043631,5371.0,143.2,0.0007124803529201163,2.0223001818954773e-05
10.10636837328,0.187539980679212,5.0,2025-10-29 04:54:56.285,18.29597833333333,18.16274,BACKGROUND,9.4,987.6,131.2,1.912111674810733,0.03548231899982866,0.0,0.0,0.0,0.0
15.514168147766668,0.1859280992875853,8.0,2025-10-29 05:02:56.846,18.4294675,17.49676861111111,H2SO4,9.4,987.6,131.2,2.935260317519358,0.03517735314923804,5466.2,95.3,0.0005369837030330683,1.136053505424873e-05
10.025772831153336,0.2695830812766468,9.0,2025-10-29 05:10:56.369,18.56266833333333,17.496711944444446,BACKGROUND,9.4,987.6,131.2,1.8968631036775514,0.05100476630194625,0.0,0.0,0.0,0.0
80.5810185881,0.4150870336540678,11.0,2025-10-29 05:26:55.394,18.829064166666665,16.720476944444442,RAW,9.4,987.6,127.3,15.017518175270055,0.0773578837974562,5218.4,165.7,0.0028778012753468605,9.257352135982776e-05
