C[PPB],C_STDEV[PPB],VALVE_ID,DATE_TIME,TIME_NORM_GLOBAL[h],TREATMENT,Q[L/min],F[mg/h m2],F_STDEV[mg/h m2]
1857.40418905,2.589119121345982,1.0,2026-04-29 08:26:32.351,0.2756530555555556,FAA,1.2519675348673822,28.52939995459252,0.039768411947397775
4201.5043938633335,3.3145957882089814,2.0,2026-04-29 08:41:29.730,0.524925,STD,1.2541003586065087,64.64430395585562,0.050998337151982986
959.1561299103332,7.130905172434537,3.0,2026-04-29 08:56:30.000,0.775,FH2SO4,1.2551667704760723,14.77011542980101,0.10980933054733168
878.5848841656666,2.2739237923133517,4.0,2026-04-29 09:11:31.289,1.0253580555555557,PH2SO4,1.2530339467369456,13.506403298221503,0.034956817903339016
1531.1670347666666,9.492460348614102,5.0,2026-04-29 09:26:28.658,1.2746272222222224,PRAW,1.2487682992586921,23.458356677090954,0.14542993386405187
49.53481108853334,0.5489036237613603,11.0,2026-04-29 09:56:29.990,1.774997222222222,BACKGROUND,1.29569042151948,0.7874172212792057,0.008725503472694364
1213.20306003,2.776548696497686,6.0,2026-04-29 10:11:29.832,2.0249533333333334,PAA,1.2530339467369456,18.65045723722223,0.042683623572310085
2517.3629767233338,5.243344614671183,7.0,2026-04-29 10:26:27.933,2.2744258333333334,FRAW,1.2551667704760723,38.76505668413655,0.08074264739793592
879.445494381,3.4625699029831063,8.0,2026-04-29 10:41:28.226,2.5245072222222222,FH2SO4,1.2551667704760723,13.542645520537002,0.05332036730620324
4362.425331706666,2.998616516295467,9.0,2026-04-29 10:56:27.062,2.774183888888889,STD,1.2541003586065087,67.12023187205621,0.04613668328172606
1080.3952521366666,1.583579397381247,10.0,2026-04-29 11:11:27.905,3.0244180555555555,FAA,1.2551667704760723,16.63708554451852,0.024385655017147543
59.75239429623333,0.3845245733325521,12.0,2026-04-29 11:41:27.519,3.5243108333333333,BACKGROUND,1.2615652416934524,0.9248220519484406,0.005951507201049964
3068.5403126666665,35.5942104314603,17.0,2026-04-29 11:56:27.062,3.774183888888889,PRAW,1.2519675348673822,47.1322366843769,0.5467207791678583
3202.0934510966667,3.558768094143869,18.0,2026-04-29 12:11:28.099,4.024471944444445,FRAW,1.2519675348673822,49.183589278455685,0.05466204873555409
1774.069047893333,50.5483562224192,19.0,2026-04-29 12:26:28.184,4.274495555555555,PAA,1.2487682992586921,27.179754755895008,0.7744297929499636
1952.6999347966664,4.482990042620826,20.0,2026-04-29 12:41:27.444,4.52429,PH2SO4,1.2530339467369456,30.01867356825766,0.06891658687600516
3833.034863153333,5.6790558307706895,21.0,2026-04-29 12:56:26.028,4.7738966666666665,PRAW,1.2530339467369456,58.924886656859805,0.08730359443452708
69.57080324656667,0.655630552928243,27.0,2026-04-29 13:26:26.851,5.274125277777777,BACKGROUND,1.2604988298238888,1.0758769770125705,0.010138991996708455
1588.3772814100005,8.685438106329148,22.0,2026-04-29 13:41:26.786,5.524107222222222,PAA,1.2519675348673822,24.39719421722183,0.13340679372703443
2124.2990095833334,7.493259715932515,23.0,2026-04-29 13:56:25.344,5.7737066666666665,PH2SO4,1.2519675348673822,32.628857210957996,0.11509514442778093
1588.2709158066666,5.24908803388824,24.0,2026-04-29 14:11:25.137,6.023649166666666,FH2SO4,1.2541003586065087,24.43712018857192,0.08076241520759275
2783.141444903333,2.891670855866529,25.0,2026-04-29 14:26:25.546,6.273762777777777,FAA,1.2541003586065087,42.82138602050513,0.04449121843593757
3086.526992636666,5.385468932462632,26.0,2026-04-29 14:41:23.637,6.5232325,FRAW,1.2530339467369456,47.44889094351512,0.08279031048998467
69.8875528907,0.5055701722608289,28.0,2026-04-29 15:11:26.042,7.023900555555556,BACKGROUND,1.2647644773021425,1.0844327948409758,0.007844842925756546
709.1451951906669,1.7602211943198771,1.0,2026-04-29 15:26:25.898,7.273860555555556,FAA,1.2519675348673822,10.892344821199012,0.027036686337499408
899.1084802919999,0.5725792869251999,2.0,2026-04-29 15:41:25.601,7.523778055555555,STD,1.2541003586065087,13.83367395121045,0.008809699096562143
287.1612402183334,0.3254719812618034,3.0,2026-04-29 15:56:26.144,7.773928888888889,FH2SO4,1.2551667704760723,4.422016950865036,0.005011966855544439
291.261299554,0.7746680385374534,4.0,2026-04-29 16:11:24.996,8.02361,PH2SO4,1.2530339467369456,4.47753273228253,0.011908899344045782
627.2467450906665,0.411559896105192,5.0,2026-04-29 16:26:25.332,8.273703333333334,PRAW,1.2487682992586921,9.609779688813301,0.006305333525086852
51.87090484843333,0.2648396455175257,11.0,2026-04-29 16:56:23.934,8.773315,BACKGROUND,1.29569042151948,0.8245523272106776,0.00420995443760265
659.6894385886667,0.533176433459087,6.0,2026-04-29 17:11:23.796,9.023276666666666,PAA,1.2530339467369456,10.141344074701587,0.008196471472695985
800.931842959,0.511587016978671,7.0,2026-04-29 17:26:24.470,9.27346388888889,FRAW,1.2551667704760723,12.333608057129968,0.007877965909334208
417.1879690206666,0.510688207142939,8.0,2026-04-29 17:41:24.769,9.523546944444444,FH2SO4,1.2551667704760723,6.4243080622708835,0.007864125070904242
1104.8100225666665,0.828337955714102,9.0,2026-04-29 17:56:24.009,9.773335833333332,STD,1.2541003586065087,16.99859579263799,0.012744799378423844
791.2953809226667,0.6796043360151874,10.0,2026-04-29 18:11:24.321,10.0234225,FAA,1.2551667704760723,12.185215473093786,0.010465276899680532
