C[PPB],C_STDEV[PPB],VALVE_ID,DATE_TIME,TIME_NORM_GLOBAL[h],TREATMENT,T[degc],P_ATMOS[hpa],P_DROP[pa],F[mg/h m2],F_STDEV[mg/h m2]
14.297630520499998,0.2390834259814982,1.0,2025-11-05 11:48:13.486,0.1370794444444444,TH,12.8,1003.4,132.8,2.732200365721132,0.04568755801654796
14.821114452533331,0.2553694452668452,2.0,2025-11-05 11:56:14.466,0.270685,TH,12.8,1003.4,123.1,2.7268379232136324,0.04698371974751441
16.05682711776667,0.1832462329925577,3.0,2025-11-05 12:04:13.559,0.4037663888888889,TH,12.8,1003.4,122.6,2.9481827736686395,0.033645712411672926
19.899321557133337,0.2083078199220979,4.0,2025-11-05 12:12:13.611,0.5371141666666667,OSI,12.8,1003.4,122.7,3.655190270861446,0.0382628480341667
14.075582958666669,0.2414283306281657,5.0,2025-11-05 12:20:13.930,0.6705361111111111,BACKGROUND,12.8,1003.4,122.7,2.585461707300197,0.0443465613985243
17.045810792466664,0.2189856857671432,6.0,2025-11-05 12:28:13.792,0.803831111111111,OSI,12.8,1003.4,125.5,3.1665690610625368,0.04068056989534688
18.8024275637,0.2395320809990153,7.0,2025-11-05 12:36:13.730,0.9371472222222222,OSI,13.0,1003.5,128.8,3.5363962738506034,0.045051648562017245
15.5846248504,0.174201712104607,1.0,2025-11-05 12:49:56.888,1.1658022222222222,TH,13.0,1003.5,132.8,2.976353141541186,0.03326905960595469
14.659998923566668,0.2577442367430301,2.0,2025-11-05 12:57:56.654,1.2990705555555555,TH,13.0,1003.5,123.1,2.6955788082636265,0.04739222056829203
15.5957296493,0.1972290047284856,3.0,2025-11-05 13:05:56.581,1.4323836111111112,TH,13.0,1003.5,122.6,2.8618047604420886,0.03619137528807889
19.31409027986666,0.2021494294828746,4.0,2025-11-05 13:13:55.812,1.5655033333333332,OSI,13.0,1003.5,122.7,3.545566268787034,0.03710939464625777
13.582041561766667,0.2285599263081934,5.0,2025-11-05 13:21:56.661,1.6990725,BACKGROUND,13.0,1003.5,122.7,2.4933107241847225,0.04195767718656305
21.687279111266665,0.2704295139063519,6.0,2025-11-05 13:29:55.470,1.832075,OSI,13.0,1003.5,125.5,4.026391497133803,0.050207086365246095
21.8088182912,0.2045139016829079,7.0,2025-11-05 13:37:55.361,1.965378055555556,OSI,12.9,1003.5,128.8,4.103277910192092,0.03847880998858552
13.146839571366668,0.2514009138617051,9.0,2025-11-05 13:51:53.516,2.198198888888889,BACKGROUND,12.9,1003.5,126.9,2.4552348566396778,0.046950317097401224
13.653489871966666,0.2176570485419214,8.0,2025-11-05 14:00:02.595,2.3340541666666663,H2SO4,12.9,1003.5,126.9,2.549854211459322,0.040648489659624455
14.772401296233337,0.1986333163238571,10.0,2025-11-05 14:09:10.670,2.4862972222222224,RAW,12.9,1003.5,129.4,2.785858807070584,0.037459338029190374
20.39429899523333,0.2372252255149666,11.0,2025-11-05 14:17:11.713,2.6199202777777777,AA,12.9,1003.5,121.4,3.7252806119379533,0.04333223385025708
21.388430291500004,0.2474495800279849,12.0,2025-11-05 14:25:10.963,2.753045277777778,AA,12.9,1003.5,124.3,3.9532596856784212,0.04573652370138866
22.05605564093333,0.1793907004858219,13.0,2025-11-05 14:33:09.997,2.8861102777777776,H2SO4,12.8,1003.6,125.0,4.089958006571758,0.03326526028501876
22.939505987966676,0.2250498961775075,14.0,2025-11-05 14:41:10.013,3.019448055555556,RAW,12.8,1003.6,126.5,4.279226924532064,0.04198170508079447
22.75709127266667,0.2364841856104369,15.0,2025-11-05 14:49:10.821,3.1530058333333333,RAW,12.8,1003.6,143.1,4.515153942052051,0.04691999034931203
17.286103046466664,0.167591408240937,16.0,2025-11-05 14:57:10.150,3.2861527777777777,BACKGROUND,12.8,1003.6,141.1,3.405623219651851,0.03301803707783354
