TREATMENT,time_since_slurry_aplication[h],flux [mg/m2 h],flux_std_dev[mg/m2 h],accumulated_emission [mg/m2],accumulated_emission_std_dev[mg/m2],relative_flux,relative_flux_std_dev,%_relative_accumulated_emissions,%_relative_accumulated_emisssions_std_dev,DATE_TIME,time_since_start_of_experiment
AA,0.5371472222222222,0.9856200791426812,0.11363642174259528,0.0,0.0,0.015825627474994882,0.0018246053587443062,0.0,0.0,2025-11-05 12:12:13.729999999,3.1570675
AA,1.0371472222222222,0.9234512687584524,0.09175415773959429,0.47726783697528347,0.04913801310003502,0.014827412793167188,0.0014732523721835934,0.007663260067040517,0.0007889854383435295,2025-11-05 12:42:13.729999999,3.6570675
AA,1.5371472222222222,0.8612824583742236,0.10948626949979708,0.9234512687584525,0.09175415773959439,0.013829198111339494,0.0017579683606261582,0.01482741279316719,0.0014732523721835964,2025-11-05 13:12:13.729999999,4.1570675
AA,2.037147222222222,0.7991136479899947,0.15368308165149638,1.338550295349507,0.14383725770157507,0.012830983429511798,0.002467615312323319,0.021492458178380008,0.0023095256535256114,2025-11-05 13:42:13.729999999,4.6570675
AA,2.537147222222222,0.7369448376057659,0.20811670906791033,1.7225649167484471,0.21897253899959415,0.011832768747684103,0.0033416298822721642,0.027658396222678985,0.0035159367212523173,2025-11-05 14:12:13.729999999,5.1570675
AA,3.037147222222222,0.7239284590187626,0.22619818055294197,2.0877832409045793,0.3168430501004865,0.011623771018284565,0.00363195537175565,0.03352253116417115,0.005087396437066259,2025-11-05 14:42:13.729999999,5.6570675
AA,3.537147222222222,0.7288534069568805,0.22988595110473925,2.4509787073984897,0.4253494940305187,0.011702848538164426,0.0036911681294916373,0.03935418605328339,0.0068296322098670295,2025-11-05 15:12:13.729999999,6.1570675
AA,4.037147222222222,0.7337783548949984,0.23369443208574156,2.8166366478614595,0.5385113611688018,0.01178192605804429,0.003752319076521219,0.04522537970233558,0.008646617873615953,2025-11-05 15:42:13.729999999,6.6570675
AA,4.537147222222222,0.7387033028331164,0.23761781941407806,3.1847570622934884,0.6549278993209567,0.011861003577924155,0.003815315019493868,0.05113611211132769,0.010515862224164363,2025-11-05 16:12:13.729999999,7.1570675
AA,5.037147222222222,0.7436282507712345,0.24165051636816962,3.555339950694576,0.7740266462220105,0.01194008109780402,0.0038800660945435077,0.05708638328025973,0.01242817351030845,2025-11-05 16:42:13.729999999,7.6570675
AA,5.537147222222222,0.8063147249260022,0.25279623308466104,3.9428256946188847,0.8961655225083598,0.012946607657771392,0.004059027506176317,0.06330805546915359,0.014389298691527939,2025-11-05 17:12:13.729999999,8.1570675
AA,6.037147222222222,0.8971659740170654,0.2745208858157944,4.368695869354652,1.0230953581159385,0.014405362460132715,0.004407849804364071,0.07014604799862961,0.01642735000186158,2025-11-05 17:42:13.729999999,8.6570675
AA,6.537147222222222,0.9880172231081287,0.30271582775210454,4.8399916686359505,1.1571989675516527,0.015864117262494037,0.004860562423765327,0.0777134179292863,0.01858058714758595,2025-11-05 18:12:13.729999999,9.1570675
AA,7.037147222222222,1.078868472199192,0.33575497364812684,5.356713092462781,1.3009515850185547,0.01732287206485536,0.005391056095827343,0.08601016526112365,0.02088875377357986,2025-11-05 18:42:13.729999999,9.6570675
AA,7.537147222222222,1.169719721290255,0.372351052935971,5.918860140835143,1.456928871786736,0.018781626867216683,0.005978661736287266,0.09503628999414167,0.023393206033826847,2025-11-05 19:12:13.729999999,10.1570675
AA,8.037147222222222,1.1903606292386553,0.39379744818480167,6.50888022846737,1.6251849571033699,0.019113047996767107,0.006323016187938372,0.10450995871013762,0.026094813055609654,2025-11-05 19:42:13.729999999,10.6570675
AA,8.537147222222222,1.1652615199450256,0.4049388324589207,7.097785765763291,1.8026627040299477,0.018710043672848838,0.00650190803562814,0.1139657316275416,0.02894448786175253,2025-11-05 20:12:13.729999999,11.1570675
AA,9.037147222222222,1.140162410651396,0.4163193533286454,7.674141748412396,1.9875215643988733,0.018307039348930573,0.006684639584596104,0.12322000238298646,0.03191267765573017,2025-11-05 20:42:13.729999999,11.6570675
AA,9.537147222222222,1.1150633013577662,0.4279199317223075,8.237948176414687,2.1794915318915846,0.0179040350250123,0.006870904491366531,0.13227277097647216,0.03499504707597277,2025-11-05 21:12:13.729999999,12.1570675
AA,10.037147222222222,1.0899641920641365,0.4397231516089669,8.789205049770162,2.3783948743674252,0.017501030701094034,0.007060423115108654,0.14112403740799875,0.038188742362996554,2025-11-05 21:42:13.729999999,12.6570675
AA,10.537147222222222,1.113115324270766,0.4534883666050054,9.33997492885389,2.5846862005217104,0.017872757294007162,0.007281444550497837,0.14996748440677407,0.04150106294993112,2025-11-05 22:12:13.729999999,13.1570675
AA,11.037147222222222,1.17758708580476,0.4682243107033978,9.91265053137277,2.7992564593293103,0.01890794935460437,0.007518052516111074,0.15916266106892693,0.04494631437587205,2025-11-05 22:42:13.729999999,13.6570675
AA,11.537147222222222,1.242058847338754,0.4830047035234098,10.51756201465865,3.0223853250576433,0.019943141415201572,0.0077553741734651535,0.1688754337613784,0.04852898723599299,2025-11-05 23:12:13.729999999,14.1570675
AA,12.037147222222222,1.306530608872748,0.4978255860462284,11.154709378711525,3.2539324506076,0.020978333475798777,0.007993345954499496,0.17910580248412852,0.05224682804443802,2025-11-05 23:42:13.729999999,14.6570675
AA,12.537147222222222,1.3710023704067418,0.5126834468005314,11.824092623531397,3.493784384152723,0.02201352553639598,0.008231911477208278,0.1898537672371772,0.05609801515980608,2025-11-06 00:12:13.729999999,15.1570675
AA,13.037147222222222,1.400361322020163,0.5149986656016409,12.516933546638123,3.7391650508928302,0.022484928099231905,0.00826908583175403,0.20097838064608417,0.06003797448447062,2025-11-06 00:42:13.729999999,15.6570675
AA,13.537147222222222,1.390857073850954,0.5040363519179156,13.214738145605901,3.984222372894479,0.022332322958428935,0.008093069234391707,0.21218269341049936,0.06397274201821578,2025-11-06 01:12:13.729999999,16.1570675
AA,14.037147222222222,1.381352825681745,0.4931111646315216,13.907790620489076,4.225652507280592,0.022179717817625958,0.00791764875773156,0.22331070360451313,0.0678492695452889,2025-11-06 01:42:13.729999999,16.6570675
AA,14.537147222222222,1.3718485775125357,0.4822256271291217,14.596090971287646,4.463128762105358,0.022027112676822988,0.007742864918579345,0.23436241122812537,0.07166231153027226,2025-11-06 02:12:13.729999999,17.1570675
AA,15.037147222222222,1.3623443293433268,0.4713824862913111,15.279639198001613,4.696403179273556,0.02187450753602002,0.007568761822275389,0.2453378162813361,0.07540788662931211,2025-11-06 02:42:13.729999999,17.6570675
AA,15.537147222222222,1.3700922332184626,0.44328274023056685,15.962748338642058,4.920560836835994,0.02199891190138829,0.007117577717253805,0.2563061711406882,0.07900707830500957,2025-11-06 03:12:13.729999999,18.1570675
AA,16.037147222222224,1.402908709238176,0.38999214230100515,16.65599857425622,5.123761938450311,0.022525830270362493,0.00626191622191723,0.26743735668362595,0.08226978064306857,2025-11-06 03:42:13.729999999,18.6570675
AA,16.537147222222224,1.4357251852578894,0.33811937586820917,17.365657047880237,5.2990231125785145,0.023052748639336696,0.005429020164871696,0.2788320014110507,0.0850838650060776,2025-11-06 04:12:13.729999999,19.1570675
AA,17.037147222222224,1.4685416612776028,0.28843042771049665,18.09172375951411,5.446441105635173,0.023579667008310896,0.004631188627336171,0.2904901053229626,0.08745088480467524,2025-11-06 04:42:13.729999999,19.6570675
AA,17.537147222222224,1.5013581372973164,0.2422727160284157,18.83419870915784,5.566130726089218,0.024106585377285106,0.003890056455176876,0.30241166841936157,0.08937268346321803,2025-11-06 05:12:13.729999999,20.1570675
AA,18.037147222222224,1.7596218106902244,0.2385735751408885,19.649443696154723,5.666638744477495,0.0282534009423607,0.0038306611294298106,0.315501664999273,0.09098649236476389,2025-11-06 05:42:13.729999999,20.6570675
AA,18.537147222222224,2.4488651425383563,0.29443422374581574,20.701565434461866,5.771321326766825,0.0393202495590616,0.004727588692129349,0.33239507762462855,0.09266733023068116,2025-11-06 06:12:13.729999999,21.1570675
AA,19.037147222222224,3.1381084743864887,0.35079470700990273,22.098308838693082,5.895553984017098,0.0503870981757625,0.0056325418595038965,0.3548219145583346,0.09466207424561812,2025-11-06 06:42:13.729999999,21.6570675
AA,19.537147222222224,3.8273518062346206,0.4074476577618183,23.839673908848354,6.040388190023669,0.06145394679246341,0.006542191036638058,0.3827821758003911,0.09698760741849184,2025-11-06 07:12:13.729999999,22.1570675
AA,20.037147222222224,4.516595138082753,0.4642860262393073,25.9256606449277,6.206977161264433,0.07252079540916431,0.007454817376995937,0.41627586135079797,0.09966244639152909,2025-11-06 07:42:13.729999999,22.6570675
AA,20.537147222222224,5.133837835694783,0.5294871611459128,28.338268888372085,6.401200308709681,0.08243156447807937,0.0085017206349697,0.45501395132260897,0.10278099403837004,2025-11-06 08:12:13.729999999,23.1570675
AA,21.037147222222224,5.56308131087188,0.6270548576644056,31.01249867501375,6.641876308194,0.08932372047000452,0.010068318202704015,0.49795277255962994,0.10664541278410407,2025-11-06 08:42:13.729999999,23.6570675
AA,21.537147222222224,5.992324786048978,0.7288645208970228,33.90135019924397,6.942348697169309,0.09621587646192964,0.01170302698935489,0.5443376717926135,0.111469953390644,2025-11-06 09:12:13.729999999,24.1570675
AA,22.037147222222224,6.421568261226075,0.8333629099762683,37.004823461062735,7.302325197012269,0.10310803245385476,0.013380907353504622,0.5941686490215595,0.11724992288073653,2025-11-06 09:42:13.729999999,24.6570675
AA,22.537147222222224,6.850811736403172,0.9396534170775565,40.32291846047004,7.721411925954394,0.1100001884457799,0.015087562894629997,0.6474457042464683,0.12397899688430304,2025-11-06 10:12:13.729999999,25.1570675
AA,23.037147222222224,7.003653951694293,0.9996208510227157,43.78653488249441,8.18834974547399,0.1124543023714562,0.016050431133954973,0.7030593269507772,0.13147639283034668,2025-11-06 10:42:13.729999999,25.6570675
AA,23.537147222222224,6.131818899385858,0.9242101562383002,47.07040309526445,8.658680373096976,0.0984556663356753,0.014839597884365776,0.7557868191275602,0.13902826546398486,2025-11-06 11:12:13.729999999,26.1570675
AA,24.037147222222224,5.259983847077422,0.852379106862485,49.91835378188026,9.098403004593823,0.08445703029989438,0.013686241279102196,0.8015149932864526,0.14608868022790333,2025-11-06 11:42:13.729999999,26.6570675
