TREATMENT,time_since_slurry_aplication[h],flux [mg/m2 h],flux_std_dev[mg/m2 h],accumulated_emission [mg/m2],accumulated_emission_std_dev[mg/m2],relative_flux,relative_flux_std_dev,%_relative_accumulated_emissions,%_relative_accumulated_emisssions_std_dev,DATE_TIME,time_since_start_of_experiment
AA,6.172585,0.3074713058232435,1.1243520346551918,0.0,0.0,0.004985751675421493,0.018231750197100566,0.0,0.0,2025-10-28 16:47:32.069,6.172585
AA,6.672585,0.638239097014854,1.3282003518515664,0.23642760070952437,0.611936655275072,0.010349263775171948,0.021537219910030266,0.00383375386264836,0.009922760747122946,2025-10-28 17:17:32.069,6.672585
AA,7.172585,0.9690068882064645,1.5473436913742866,0.638239097014854,1.3282003518515664,0.0157127758749224,0.0250907036058746,0.01034926377517195,0.021537219910030266,2025-10-28 17:47:32.069,7.172585
AA,7.672585,1.2997746793980751,1.776129632533843,1.2054344889159887,2.1544294737124794,0.021076287974672855,0.028800545362961616,0.01954652973757076,0.03493480580042937,2025-10-28 18:17:32.069,7.672585
AA,8.172585,1.4976557328635316,1.9320717104276979,1.9047920919813908,3.076555761919416,0.024284996479058404,0.031329199131306926,0.030886850851003577,0.049887396820486714,2025-10-28 18:47:32.069,8.172585
AA,8.672585,1.621869268485388,2.0192564614505195,2.68467334231862,4.05952223271941,0.02629916115591678,0.03274292948679292,0.04353289025974738,0.0658265320693921,2025-10-28 19:17:32.069,8.672585
AA,9.172585,1.7460828041072443,2.1082131076436568,3.526661360466779,5.085853247203476,0.028313325832775165,0.03418539172439852,0.05718601200692037,0.0824688381255631,2025-10-28 19:47:32.069,9.172585
AA,9.672585,1.8378124113472658,2.1827410864675176,4.422635164330407,6.153276515703814,0.029800752575762382,0.03539388821902899,0.07171453160905474,0.09977746904011374,2025-10-28 20:17:32.069,9.672585
AA,10.172585,1.8006883018630135,2.070450022155061,5.332260342632977,7.212507421214748,0.02919877252899325,0.033573050464651547,0.08646441288524365,0.11695325800575236,2025-10-28 20:47:32.069,10.172585
AA,10.672585,1.7635641923787615,1.958161328259003,6.22332346619342,8.216700131363796,0.02859679248222412,0.03175225114738127,0.100913304138048,0.1332365839364974,2025-10-28 21:17:32.069,10.672585
AA,11.172585,1.7264400828945095,1.8458754373724424,7.095824535011739,9.165436677631648,0.02799481243545499,0.029931497281862212,0.11506120536746778,0.14862066933081963,2025-10-28 21:47:32.069,11.172585
AA,11.672585,1.8131726792932648,1.8651289372266548,7.980727725558681,10.090765689318088,0.029401210950109693,0.030243699322631018,0.12941021121385896,0.1636251936000987,2025-10-28 22:17:32.069,11.672585
AA,12.172585,1.9522060861777828,1.9677159039856729,8.922072416926442,11.046294402290357,0.03165568487397086,0.031907181838587206,0.14467443516987907,0.1791194162849093,2025-10-28 22:47:32.069,12.172585
AA,12.672585,2.0912394930623015,2.07030885907243,9.932933811736463,12.053318571153634,0.033910158797832025,0.033570761457311984,0.1610658960878298,0.19544865528058433,2025-10-28 23:17:32.069,12.672585
AA,13.172585,2.1690936921599455,2.1336116944711763,10.998017108042026,13.102482491467093,0.03517259108415673,0.0345972384379954,0.17833658355832696,0.21246120466137655,2025-10-28 23:47:32.069,13.172585
AA,13.672585,2.034427798396884,1.9734775251589725,12.048897480681232,14.127549719009346,0.03298893786925384,0.03200060848320046,0.19537696579667962,0.2290830179829633,2025-10-29 00:17:32.069,13.672585
AA,14.172585,1.8997619046338234,1.8143040152431429,13.03244490643891,15.071820736987291,0.03080528465435095,0.02941955594686465,0.2113255214275808,0.24439469331907399,2025-10-29 00:47:32.069,14.172585
AA,14.672585,1.7650960108707625,1.6563681399506542,13.948659385315054,15.935470478516283,0.028621631439448066,0.026858572076384857,0.22618225045103058,0.2583990672696008,2025-10-29 01:17:32.069,14.672585
AA,15.172585,1.7596716094155687,1.603151907330599,14.829851290386637,16.744919099572876,0.028533672927121268,0.025995652786291536,0.24047107654267288,0.271524551638931,2025-10-29 01:47:32.069,15.172585
AA,15.672585,1.7985205628250072,1.595420450395351,15.71939933344678,17.53891263387782,0.029163621904086386,0.025870284585622686,0.2548954002504748,0.2843994265263146,2025-10-29 02:17:32.069,15.672585
AA,16.172584999999998,1.8373695162344459,1.5876992097706257,16.628371853211643,18.32977883564447,0.029793570881051498,0.025745082045899554,0.2696346984467592,0.2972235906541993,2025-10-29 02:47:32.069,16.172584999999998
AA,16.672584999999998,1.8400827463529046,1.5643632717774996,17.54773491885848,19.113981097956064,0.029837566829137425,0.025366681883857625,0.28454248287430645,0.30993969674000427,2025-10-29 03:17:32.069,16.672584999999998
AA,17.172584999999998,1.7616537612373697,1.4942149781804728,18.44816904575605,19.87578424237374,0.028565814192271277,0.024229203473009123,0.29914332812965866,0.3222925935199244,2025-10-29 03:47:32.069,17.172584999999998
