TREATMENT,time_since_slurry_aplication[h],flux [mg/m2 h],flux_std_dev[mg/m2 h],accumulated_emission [mg/m2],accumulated_emission_std_dev[mg/m2],relative_flux,relative_flux_std_dev,%_relative_accumulated_emissions,%_relative_accumulated_emisssions_std_dev,DATE_TIME,time_since_start_of_experiment
FAA,0.2756530555555556,28.341059317141827,13.097938396654566,0.0,0.0,1.8968775087007999,0.8684231168667841,0.0,0.0,2026-04-29 08:26:32.351000000,0.5513061111111112
FAA,0.7756530555555556,27.173124033166022,12.301462441347907,13.878545837576963,6.349762138480756,1.8186539066876832,0.8153389589352946,0.9288828538471209,0.4209350889331679,2026-04-29 08:56:32.351000000,1.0513061111111113
FAA,1.2756530555555556,26.005188749190225,11.506541835580093,27.173124033166022,12.301462441347912,1.7404303046745664,0.7623507502629198,1.8186539066876832,0.8153389589352948,2026-04-29 09:26:32.351000000,1.5513061111111113
FAA,1.7756530555555556,24.83725346521442,10.713522795828776,39.88373458676719,17.85568234639536,1.6622067026614495,0.7094799893688752,2.6693131585216876,1.1832474774699961,2026-04-29 09:56:32.351000000,2.0513061111111113
FAA,2.2756530555555554,23.669318181238623,9.922861242819893,52.01037749838044,23.01308367116019,1.5839831006483325,0.6567550415664566,3.4808606093491328,1.5247015005258395,2026-04-29 10:26:32.351000000,2.551306111111111
FAA,2.7756530555555554,22.50138289726282,9.135169328288223,63.553052768005806,27.77442286723278,1.505759498635216,0.604214079901101,4.25329625917002,1.8397477634824506,2026-04-29 10:56:32.351000000,3.051306111111111
FAA,3.2756530555555554,21.33344761328702,8.351287381803175,74.51176039564326,32.14056838748633,1.4275358966220988,0.551909652477818,4.986620107984348,2.1284399681066257,2026-04-29 11:26:32.351000000,3.551306111111111
FAA,3.7756530555555554,20.16551232931122,7.572398700224278,84.88650038129282,36.11252197994503,1.3493122946089822,0.4999160080106603,5.6808321557921175,2.3908401174276595,2026-04-29 11:56:32.351000000,4.051306111111111
FAA,4.275653055555556,18.99757704533542,6.800219267169115,94.67727272495449,39.69144497127958,1.271088692595865,0.448341283011189,6.335932402593332,2.6270201662658277,2026-04-29 12:26:32.351000000,4.551306111111112
FAA,4.775653055555556,17.829641761359618,6.03732398937842,103.88407742662825,42.87869094018387,1.1928650905827485,0.39734863465047965,6.951920848387984,2.8370640769413944,2026-04-29 12:56:32.351000000,5.051306111111112
FAA,5.275653055555556,16.661706477383817,5.28773284958654,112.5069144863141,45.67584664144111,1.1146414885696314,0.34719462738463835,7.5287974931760795,3.021070399505505,2026-04-29 13:26:32.351000000,5.551306111111112
FAA,5.775653055555556,15.493771193408014,4.55801440203905,120.54578390401207,48.08478367650145,1.0364178865565143,0.29830256708682884,8.066562336957615,3.1791555371085596,2026-04-29 13:56:32.351000000,6.051306111111112
FAA,6.275653055555556,14.325835909432215,3.8594573134730417,128.00068567972212,50.10772429081905,0.9581942845433976,0.2514097734697327,8.565215379732594,3.311457914866909,2026-04-29 14:26:32.351000000,6.551306111111112
FAA,6.775653055555556,13.157900625456413,3.2124546821040223,134.8716198134443,51.74732592296757,0.8799706825302808,0.20787368106927145,9.024756621501014,3.4181433522729168,2026-04-29 14:56:32.351000000,7.051306111111112
FAA,7.275653055555556,11.96224792104214,2.6732591067012197,141.15165695006894,53.01858825686645,0.7999031913159013,0.17161350578812745,9.44472508996256,3.500213951000317,2026-04-29 15:26:32.351000000,7.551306111111112
FAA,7.775653055555556,11.44970590308604,2.658217538868351,147.004645406101,54.11385106979157,0.7655863831644525,0.17090172980753646,9.836097483582648,3.570526981591073,2026-04-29 15:56:32.351000000,8.051306111111112
FAA,8.275653055555555,10.937163885129939,2.64320226054381,152.60136285315497,55.21099163901859,0.731269575013004,0.17019376895331956,10.210311473127012,3.6409764422105417,2026-04-29 16:26:32.351000000,8.55130611111111
FAA,8.775653055555555,10.424621867173839,2.6282137223123185,157.9418092912309,56.30937008625987,0.6969527668615555,0.16948967103300097,10.567367058595652,3.7115301656417405,2026-04-29 16:56:32.351000000,9.05130611111111
FAA,9.275653055555555,9.912079849217738,2.6132523842843653,163.0259847203288,57.408399252473345,0.6626359587101068,0.16878948438876465,10.907264239988566,3.7821586034533885,2026-04-29 17:26:32.351000000,9.55130611111111
FAA,9.775653055555555,9.399537831261638,2.5983187163231802,167.85388914044862,58.507539846708255,0.6283191505586583,0.16809325789747304,11.230003017305757,3.8528345931853636,2026-04-29 17:56:32.351000000,10.05130611111111
FAA,10.275653055555555,8.886995813305537,2.58341319827724,172.42552255159043,59.60629606975606,0.5940023424072095,0.16740104097035638,11.535583390547224,3.9235331479113786,2026-04-29 18:26:32.351000000,10.55130611111111
FAA,10.775653055555555,8.374453795349437,2.568536320218387,176.74088495375418,60.70421166736494,0.559685534255761,0.16671288355236,11.824005359712965,3.9942312660251234,2026-04-29 18:56:32.351000000,11.05130611111111
FAA,11.275653055555555,7.861911777393336,2.553688582685693,180.79997634693984,61.80086637113658,0.5253687261043124,0.166028836121132,12.095268924802985,4.064907759274986,2026-04-29 19:26:32.351000000,11.55130611111111
FAA,11.775653055555555,7.349369759437235,2.538870496935161,184.6027967311475,62.89587268865668,0.4910519179528638,0.1653489496856388,12.34937408581728,4.135543097246646,2026-04-29 19:56:32.351000000,12.05130611111111
FAA,12.275653055555555,6.836827741481134,2.524082585195382,188.14934610637707,63.98887300779165,0.45673510980141513,0.1646732757843886,12.586320842755848,4.206119266658717,2026-04-29 20:26:32.351000000,12.55130611111111
FAA,12.775653055555555,6.324285723525033,2.5093253809292415,191.43962447262865,65.07953698332774,0.4224183016499665,0.16400186648325057,12.806109195618694,4.276619643992249,2026-04-29 20:56:32.351000000,13.05130611111111
FAA,13.275653055555555,5.811743705568933,2.4945994291018034,194.47363182990213,66.16755917718808,0.38810149349851786,0.16333477437284982,13.008739144405814,4.347028880119373,2026-04-29 21:26:32.351000000,13.55130611111111
FAA,13.775653055555555,5.2992016876128325,2.47990528645444,197.25136817819757,67.25265692630732,0.35378468534706925,0.1626720525655246,13.194210689117213,4.417332795729142,2026-04-29 21:56:32.351000000,14.05130611111111
FAA,14.275653055555555,4.8490381015780715,2.4438455409568336,199.78842812549524,68.31717765902778,0.32362035442390324,0.16053657018720022,13.363561949059951,4.486322757097991,2026-04-29 22:26:32.351000000,14.55130611111111
FAA,14.775653055555555,4.673823880084969,2.3932519699587567,202.16914362091106,69.35180247050205,0.31190272193503427,0.15726201931889508,13.522442718149689,4.553360915434156,2026-04-29 22:56:32.351000000,15.05130611111111
FAA,15.275653055555555,4.4986096585918665,2.3428966096621813,204.46225200558024,70.36419893630443,0.3001850894461653,0.15400445602763133,13.67546467099499,4.618974455974085,2026-04-29 23:26:32.351000000,15.55130611111111
FAA,15.775653055555555,4.323395437098764,2.2927951551806416,206.6677532795029,71.35405982538724,0.2884674569572963,0.15076498146386685,13.822627807595856,4.683142064830582,2026-04-29 23:56:32.351000000,16.05130611111111
FAA,16.275653055555555,4.148181215605661,2.2429646211813736,208.78564744267905,72.32110618335362,0.27674982446842733,0.14754478709380764,13.963932127952285,4.745844380076798,2026-04-30 00:26:32.351000000,16.55130611111111
FAA,16.775653055555555,3.9729669941125585,2.193423472182466,210.81593449510856,73.26508455946752,0.26503219197955835,0.14434516328799293,14.099377632064282,4.807063802876537,2026-04-30 00:56:32.351000000,17.05130611111111
FAA,17.275653055555555,3.797752772619456,2.1441917668363693,212.7586144367916,74.18576456105531,0.2533145594906894,0.14116750877606749,14.228964319931842,4.866784330635388,2026-04-30 01:26:32.351000000,17.55130611111111
FAA,17.775653055555555,3.622538551126354,2.0952913176489236,214.613687267728,75.08293669299704,0.24159692700182042,0.13801334104632149,14.352692191554972,4.924991409374282,2026-04-30 01:56:32.351000000,18.05130611111111
FAA,18.275653055555555,3.4473243296332505,2.046745867678558,216.38115298791794,75.95641044602075,0.22987929451295142,0.13488430777084048,14.470561246933665,4.981671802917411,2026-04-30 02:26:32.351000000,18.55130611111111
FAA,18.775653055555555,3.2721101081401485,1.9985812858379695,218.06101159736127,76.80601260261746,0.2181616620240825,0.13178219933736426,14.582571486067922,5.036813476819045,2026-04-30 02:56:32.351000000,19.05130611111111
FAA,19.275653055555555,3.0968958866470455,1.9508257824681445,219.65326309605805,77.63158573373154,0.20644402953521346,0.12870896256628833,14.688722908957745,5.090405495237648,2026-04-30 03:26:32.351000000,19.55130611111111
FAA,19.775653055555555,2.9216816651539435,1.9035101468553697,221.15790748400832,78.43298686307493,0.19472639704634453,0.12566671568442875,14.789015515603134,5.142437929208139,2026-04-30 03:56:32.351000000,20.05130611111111
FAA,20.275653055555555,2.7464674436608405,1.856668008292935,222.574944761212,79.21008627906168,0.18300876455747553,0.12265776461461897,14.88344930600409,5.192901774970725,2026-04-30 04:26:32.351000000,20.55130611111111
FAA,20.775653055555555,2.5712532221677384,1.8103361221203544,223.90437492766918,79.96276647705115,0.17129113206860658,0.11968462061987303,14.97202428016061,5.2417888811925994,2026-04-30 04:56:32.351000000,21.05130611111111
FAA,21.275653055555555,2.4108933048592918,1.7652488369228077,225.14991155942593,80.68757299949996,0.16056236390675516,0.11679449854323999,15.054987654154452,5.2888607812855915,2026-04-30 05:26:32.351000000,21.55130611111111
FAA,21.775653055555555,2.345907416622119,1.7546025381979038,226.3391117397963,81.39500623645807,0.15621415186685755,0.11613085134372018,15.134181783097857,5.334805942837043,2026-04-30 05:56:32.351000000,22.05130611111111
FAA,22.275653055555555,2.2809215283849453,1.7440012832488008,227.49581897604807,82.09886420789397,0.15186593982695995,0.11547041297361287,15.211201806021313,5.380540551731302,2026-04-30 06:26:32.351000000,22.55130611111111
FAA,22.775653055555555,2.2159356401477726,1.7334458984999028,228.62003326818126,82.7990701115406,0.14751772778706235,0.11481323880722681,15.286047722924815,5.426059360930027,2026-04-30 06:56:32.351000000,23.05130611111111
FAA,23.275653055555555,2.1509497519106,1.7229372270075722,229.71175461619586,83.49555097259463,0.14316951574716474,0.11415938521708585,15.358719533808374,5.471357384042225,2026-04-30 07:26:32.351000000,23.55130611111111
FAA,23.775653055555555,2.085963863673426,1.7124761287447725,230.77098302009185,84.1882374525925,0.1388213037072671,0.11350890958647175,15.429217238671981,5.51642988259861,2026-04-30 07:56:32.351000000,24.05130611111111
FAA,24.275653055555555,2.0209779754362533,1.702063480885057,231.79771847986925,84.87706366951647,0.13447309166736954,0.11286187032167133,15.497540837515642,5.561272354054303,2026-04-30 08:26:32.351000000,24.55130611111111
FAA,24.775653055555555,1.9559920871990801,1.691700178085398,232.79196099552806,85.56196702842557,0.13012487962747193,0.1122183268638898,15.56369033033935,5.605880520475922,2026-04-30 08:56:32.351000000,25.05130611111111
FAA,25.275653055555555,1.8910061989619067,1.6813871327673204,233.7537105670683,86.24288806195256,0.1257766675875743,0.11157833970079041,15.627665717143111,5.650250317871664,2026-04-30 09:26:32.351000000,25.55130611111111
