TREATMENT,time_since_slurry_aplication[h],flux [mg/m2 h],flux_std_dev[mg/m2 h],accumulated_emission [mg/m2],accumulated_emission_std_dev[mg/m2],relative_flux,relative_flux_std_dev,%_relative_accumulated_emissions,%_relative_accumulated_emisssions_std_dev,DATE_TIME,time_since_start_of_experiment
F,0.2519533333333333,44.83536066282634,21.558608457714406,0.0,0.0,2.827330362368907,1.352776599393558,0.0,0.0,2026-04-14 08:17:07.031999998,1.253724722222222
F,0.7519533333333333,42.362679238961924,20.116487929257094,21.799509975447062,10.418297176361687,2.671592198592909,1.2624987975585085,1.3747306402404538,0.6537874055800694,2026-04-14 08:47:07.031999998,1.753724722222222
F,1.2519533333333333,39.8899978150975,18.682879911492044,42.362679238961924,20.11648792925709,2.5158540348169116,1.1727820651667087,2.671592198592909,1.2624987975585085,2026-04-14 09:17:07.031999998,2.253724722222222
F,1.751953333333333,37.41731639123308,17.259905682560802,61.68950779054455,29.097752456905425,2.360115871040913,1.0837657512058727,3.8905846750573647,1.8263437916585394,2026-04-14 09:47:07.031999998,2.7537247222222216
F,2.2519533333333333,34.944634967368664,15.850429450299806,79.779995630195,37.36575982298408,2.2043777072649156,0.995637738922696,5.031708069633822,2.345564130333417,2026-04-14 10:17:07.031999998,3.253724722222222
F,2.751953333333333,32.47195354350424,14.458399308061164,96.63414275791321,44.92476311696845,2.048639543488918,0.9086565266466189,6.094962382322279,2.8204399079094173,2026-04-14 10:47:07.031999998,3.7537247222222216
F,3.251953333333333,29.999272119639823,13.089382512102354,112.2519491736992,51.77971704768239,1.8929013797129202,0.823185721595088,7.080347613122739,3.251297253617617,2026-04-14 11:17:07.031999998,4.253724722222222
F,3.751953333333333,27.5265906957754,11.751424839111788,126.63341487755304,57.93642415970702,1.7371632159369226,0.7397490477375984,7.9878637620352,3.638517871040665,2026-04-14 11:47:07.031999998,4.753724722222222
F,4.251953333333333,25.053909271910978,10.456455621042497,139.77853986947463,63.401717801199226,1.581425052160925,0.6591194486506002,8.817510829059662,3.982550955690783,2026-04-14 12:17:07.031999998,5.253724722222222
F,4.751953333333333,22.581227848046556,9.22260103033543,151.68732414946402,68.18369257770115,1.4256868883849272,0.5824638307400622,9.569288814196126,4.283928177178732,2026-04-14 12:47:07.031999998,5.753724722222222
F,5.251953333333333,20.108546424182137,8.077914494412049,162.35976771752118,72.29199654030582,1.2699487246089294,0.5115717478726072,10.24319771744459,4.543282633233093,2026-04-14 13:17:07.031999998,6.253724722222222
F,5.751953333333333,17.635865000317718,7.065866018945991,171.79587057364617,75.73820410145072,1.1142105608329316,0.44918043689881515,10.839237538805056,4.761372978840661,2026-04-14 13:47:07.031999998,6.753724722222222
F,6.251953333333333,15.163183576453294,6.251211868168781,179.9956327178389,78.5362950726141,0.9584723970569339,0.3992948148097044,11.357408278277523,4.939114329570527,2026-04-14 14:17:07.031999998,7.253724722222222
F,6.751953333333333,12.690502152588875,5.718939084143842,186.95905415009943,80.70327381128959,0.8027342332809361,0.36704973225075554,11.797709935861988,5.077618063563193,2026-04-14 14:47:07.031999998,7.753724722222222
F,7.251953333333333,10.226286801868342,5.549381950844908,192.68825138871375,82.26132748702321,0.6475285134836032,0.35715593935760376,12.160275622553124,5.178327390966262,2026-04-14 15:17:07.031999998,8.253724722222222
F,7.751953333333333,9.897094125809618,5.241881139572541,197.71909662063328,83.54304446537712,0.6266091751200177,0.33733087938485246,12.478810044704028,5.261898674729646,2026-04-14 15:47:07.031999998,8.753724722222222
F,8.251953333333333,9.567901449750892,4.936395099319225,202.5853455145234,84.85272049959207,0.6056898367564323,0.3176260309704178,12.78688479767314,5.347144456040233,2026-04-14 16:17:07.031999998,9.253724722222222
F,8.751953333333331,9.238708773692167,4.633322363260828,207.28699807038413,86.17555164814667,0.5847704983928469,0.29806523633057463,13.084499881460461,5.433095223716833,2026-04-14 16:47:07.031999998,9.75372472222222
F,9.251953333333331,8.909516097633443,4.333169338640761,211.82405428821554,87.49851207446028,0.5638511600292615,0.2786788310275811,13.371655296065988,5.518899775673524,2026-04-14 17:17:07.031999998,10.25372472222222
F,9.751953333333331,8.580323421574718,4.036587390719217,216.19651416801761,88.81023266845273,0.5429318216656761,0.259505901305374,13.648351041489724,5.603816660093479,2026-04-14 17:47:07.031999998,10.75372472222222
F,10.251953333333331,8.251130745515992,3.744425170653541,220.40437770979028,90.10087345268792,0.5220124833020906,0.2405974874287909,13.914587117731665,5.6872052938567785,2026-04-14 18:17:07.031999998,11.25372472222222
F,10.751953333333331,7.9219380694572665,3.4578031760740386,224.4476449135336,91.36199722944976,0.5010931449385051,0.22202118209102792,14.170363524791815,5.768517252824318,2026-04-14 18:47:07.031999998,11.75372472222222
