DATE_TIME,TIME_NORM_GLOBAL[h],T[degc],P_ATMOS[hpa],F_BC,Q[m3/s],INTERVAL,START_TIME,T_10cm[degc],Project,Experiment,REPLICATE,Plot
2025-10-29 16:06:35.767,29.490278888888888,9.2,987.9,0.15462866966608807,0.033848190498164,17,2025-10-29 15:58:35.756,9.8,N-Grass,CattleAcid,2,13RAW
2025-10-29 16:14:36.670,29.62386305555556,9.2,987.9,0.02999121753694043,0.034415112959279966,16,2025-10-29 16:06:35.767,9.8,N-Grass,CattleAcid,2,14AA
2025-10-29 16:22:34.753,29.75666388888889,9.2,987.9,0.1341596986412463,0.034375863625514924,16,2025-10-29 16:14:36.670,9.8,N-Grass,CattleAcid,3,15RAW
2025-10-29 16:38:35.016,30.02340361111111,9.3,987.8,0.006959808905229554,0.034139420030223126,17,2025-10-29 16:22:34.753,9.8,N-Grass,CattleAcid,3,17AA
2025-10-29 16:46:34.095,30.15648111111111,9.3,987.8,0.0241259118120311,0.03362142174269256,17,2025-10-29 16:38:35.016,9.8,N-Grass,CattleAcid,3,18H2SO4
2025-10-29 16:54:34.227,30.289851111111112,9.3,987.8,0.02117482172453259,0.03436277055186325,21,2025-10-29 16:46:34.095,9.8,N-Grass,CattleAcid,1,4AA
2025-10-29 17:10:33.680,30.55636583333333,9.3,987.8,0.012419645187920313,0.03436277055186325,20,2025-10-29 16:54:34.227,9.8,N-Grass,CattleAcid,1,8H2SO4
2025-10-29 17:34:33.058,30.95619305555556,9.0,987.9,0.15874590575395153,0.033848190498164,18,2025-10-29 17:10:33.680,9.9,N-Grass,CattleAcid,1,11RAW
2025-10-29 17:42:32.453,31.089358333333333,9.0,987.9,0.037098987754082734,0.034139420030223126,17,2025-10-29 17:34:33.058,9.9,N-Grass,CattleAcid,2,12H2SO4
2025-10-29 17:50:32.551,31.22271888888889,9.0,987.9,0.19188410614638557,0.033848190498164,18,2025-10-29 17:42:32.453,9.9,N-Grass,CattleAcid,2,13RAW
2025-10-29 17:58:33.042,31.35618861111111,9.0,987.9,0.03535297892373636,0.034415112959279966,17,2025-10-29 17:50:32.551,9.9,N-Grass,CattleAcid,2,14AA
2025-10-29 18:06:32.967,31.48950111111111,9.0,987.9,0.17774157310734173,0.034375863625514924,17,2025-10-29 17:58:33.042,9.9,N-Grass,CattleAcid,3,15RAW
2025-10-29 18:22:31.934,31.75588083333333,9.0,987.9,0.010257993586263331,0.034139420030223126,18,2025-10-29 18:06:32.967,9.9,N-Grass,CattleAcid,3,17AA
2025-10-29 18:30:30.017,31.888681666666667,8.8,987.7,0.028807210274908082,0.03362142174269256,18,2025-10-29 18:22:31.934,9.9,N-Grass,CattleAcid,3,18H2SO4
2025-10-29 18:38:31.783,32.022505555555554,8.8,987.7,0.0247115046877472,0.03436277055186325,22,2025-10-29 18:30:30.017,9.9,N-Grass,CattleAcid,1,4AA
2025-10-29 18:54:31.187,32.289006666666666,8.8,987.7,0.013493325758620634,0.03436277055186325,21,2025-10-29 18:38:31.783,9.9,N-Grass,CattleAcid,1,8H2SO4
2025-10-29 19:18:29.575,32.68855888888889,8.8,987.7,0.15961302702873495,0.033848190498164,19,2025-10-29 18:54:31.187,9.9,N-Grass,CattleAcid,1,11RAW
2025-10-29 19:26:29.549,32.821884999999995,8.8,987.7,0.03340300962178079,0.034139420030223126,18,2025-10-29 19:18:29.575,9.9,N-Grass,CattleAcid,2,12H2SO4
2025-10-29 19:34:28.924,32.95504472222222,8.8,987.3,0.17885250417049742,0.033848190498164,19,2025-10-29 19:26:29.549,9.9,N-Grass,CattleAcid,2,13RAW
2025-10-29 19:42:29.069,33.08841833333333,8.8,987.3,0.03110463007812128,0.034415112959279966,18,2025-10-29 19:34:28.924,9.9,N-Grass,CattleAcid,2,14AA
2025-10-29 19:50:28.845,33.22168944444444,8.8,987.3,0.16694095443899534,0.034375863625514924,18,2025-10-29 19:42:29.069,9.9,N-Grass,CattleAcid,3,15RAW
2025-10-29 20:06:28.440,33.48824361111111,8.8,987.3,0.007357115169854649,0.034139420030223126,19,2025-10-29 19:50:28.845,9.9,N-Grass,CattleAcid,3,17AA
2025-10-29 20:14:28.017,33.62145944444445,8.8,987.3,0.02475399934221988,0.03362142174269256,19,2025-10-29 20:06:28.440,9.9,N-Grass,CattleAcid,3,18H2SO4
2025-10-29 20:22:26.894,33.75448083333333,8.8,987.3,0.022092790321125443,0.03436277055186325,23,2025-10-29 20:14:28.017,9.9,N-Grass,CattleAcid,1,4AA
2025-10-29 20:38:27.730,34.02137972222222,9.0,987.2,0.012492402798693228,0.03436277055186325,22,2025-10-29 20:22:26.894,9.9,N-Grass,CattleAcid,1,8H2SO4
2025-10-29 21:02:26.351,34.42099666666667,9.0,987.2,0.15722860183953294,0.033848190498164,20,2025-10-29 20:38:27.730,9.9,N-Grass,CattleAcid,1,11RAW
2025-10-29 21:10:27.013,34.55451388888889,9.0,987.2,0.0321104674695253,0.034139420030223126,19,2025-10-29 21:02:26.351,9.9,N-Grass,CattleAcid,2,12H2SO4
2025-10-29 21:18:26.019,34.68757111111111,9.0,987.2,0.1847982731470432,0.033848190498164,20,2025-10-29 21:10:27.013,9.9,N-Grass,CattleAcid,2,13RAW
2025-10-29 21:26:25.986,34.82089527777778,9.0,987.2,0.030262869589545084,0.034415112959279966,19,2025-10-29 21:18:26.019,9.9,N-Grass,CattleAcid,2,14AA
2025-10-29 21:34:25.089,34.95397944444444,8.9,986.9,0.17513735676332978,0.034375863625514924,19,2025-10-29 21:26:25.986,9.9,N-Grass,CattleAcid,3,15RAW
2025-10-29 21:50:24.061,35.22036055555555,8.9,986.9,0.007601236268180402,0.034139420030223126,20,2025-10-29 21:34:25.089,9.9,N-Grass,CattleAcid,3,17AA
2025-10-29 21:58:24.736,35.35388138888889,8.9,986.9,0.026422153973095996,0.03362142174269256,20,2025-10-29 21:50:24.061,9.9,N-Grass,CattleAcid,3,18H2SO4
2025-10-29 22:06:24.460,35.487138055555555,8.9,986.9,0.025148906521430404,0.03436277055186325,24,2025-10-29 21:58:24.736,9.9,N-Grass,CattleAcid,1,4AA
2025-10-29 22:22:23.311,35.75348555555556,8.9,986.9,0.01459207494975632,0.03436277055186325,23,2025-10-29 22:06:24.460,9.9,N-Grass,CattleAcid,1,8H2SO4
2025-10-29 22:46:23.283,36.15347777777778,8.8,986.5,0.1595447933534343,0.033848190498164,21,2025-10-29 22:22:23.311,9.9,N-Grass,CattleAcid,1,11RAW
2025-10-29 22:54:23.270,36.2868075,8.8,986.5,0.03335072160457764,0.034139420030223126,20,2025-10-29 22:46:23.283,9.9,N-Grass,CattleAcid,2,12H2SO4
2025-10-29 23:02:23.040,36.420076944444446,8.8,986.5,0.17937104350739977,0.033848190498164,21,2025-10-29 22:54:23.270,9.9,N-Grass,CattleAcid,2,13RAW
2025-10-29 23:10:22.688,36.5533125,8.8,986.5,0.03086752660765971,0.034415112959279966,20,2025-10-29 23:02:23.040,9.9,N-Grass,CattleAcid,2,14AA
2025-10-29 23:18:22.595,36.68662,8.8,986.5,0.17490144093177115,0.034375863625514924,20,2025-10-29 23:10:22.688,9.9,N-Grass,CattleAcid,3,15RAW
2025-10-29 23:34:21.176,36.9528925,8.7,985.8,0.007525265670198813,0.034139420030223126,21,2025-10-29 23:18:22.595,9.9,N-Grass,CattleAcid,3,17AA
2025-10-29 23:42:21.348,37.08627361111111,8.7,985.8,0.025811803292166664,0.03362142174269256,21,2025-10-29 23:34:21.176,9.9,N-Grass,CattleAcid,3,18H2SO4
2025-10-29 23:50:21.687,37.21970111111112,8.7,985.8,0.023565343888426776,0.03436277055186325,25,2025-10-29 23:42:21.348,9.9,N-Grass,CattleAcid,1,4AA
2025-10-30 00:06:21.766,37.48638972222222,8.7,985.8,0.014148152244548995,0.03436277055186325,24,2025-10-29 23:50:21.687,9.9,N-Grass,CattleAcid,1,8H2SO4
2025-10-30 00:30:20.467,37.88602888888889,8.7,984.9,0.1534896171835327,0.033848190498164,22,2025-10-30 00:06:21.766,9.9,N-Grass,CattleAcid,1,11RAW
2025-10-30 00:38:20.168,38.01927916666666,8.7,984.9,0.03336878531425665,0.034139420030223126,21,2025-10-30 00:30:20.467,9.9,N-Grass,CattleAcid,2,12H2SO4
2025-10-30 00:46:19.739,38.15249333333333,8.7,984.9,0.17363807655951094,0.033848190498164,22,2025-10-30 00:38:20.168,9.9,N-Grass,CattleAcid,2,13RAW
2025-10-30 00:54:20.243,38.28596666666667,8.7,984.9,0.029992460225773638,0.034415112959279966,21,2025-10-30 00:46:19.739,9.9,N-Grass,CattleAcid,2,14AA
2025-10-30 01:02:20.042,38.41924416666667,8.7,984.9,0.1742604026158795,0.034375863625514924,21,2025-10-30 00:54:20.243,9.9,N-Grass,CattleAcid,3,15RAW
2025-10-30 01:18:19.342,38.685716388888885,8.7,984.9,0.007497591585737422,0.034139420030223126,22,2025-10-30 01:02:20.042,9.9,N-Grass,CattleAcid,3,17AA
2025-10-30 01:26:17.927,38.81865666666666,8.7,984.9,0.025316413657976895,0.03362142174269256,22,2025-10-30 01:18:19.342,9.9,N-Grass,CattleAcid,3,18H2SO4
2025-10-30 01:34:18.381,38.95211611111111,8.7,983.8,0.023128213294113152,0.03436277055186325,26,2025-10-30 01:26:17.927,9.9,N-Grass,CattleAcid,1,4AA
2025-10-30 01:50:18.213,39.21873611111111,8.7,983.8,0.014788112017827135,0.03436277055186325,25,2025-10-30 01:34:18.381,9.9,N-Grass,CattleAcid,1,8H2SO4
2025-10-30 02:14:17.473,39.61853055555555,8.7,983.8,0.1423625190028582,0.033848190498164,23,2025-10-30 01:50:18.213,9.9,N-Grass,CattleAcid,1,11RAW
2025-10-30 02:22:17.882,39.7519775,8.7,983.8,0.03262526043175269,0.034139420030223126,22,2025-10-30 02:14:17.473,9.9,N-Grass,CattleAcid,2,12H2SO4
2025-10-30 02:30:17.414,39.88518083333334,8.7,983.2,0.16009855531775244,0.033848190498164,23,2025-10-30 02:22:17.882,9.8,N-Grass,CattleAcid,2,13RAW
2025-10-30 02:38:16.901,40.01837166666667,8.7,983.2,0.029986869959607414,0.034415112959279966,22,2025-10-30 02:30:17.414,9.8,N-Grass,CattleAcid,2,14AA
2025-10-30 02:46:15.703,40.15137222222222,8.7,983.2,0.16278967694979157,0.034375863625514924,22,2025-10-30 02:38:16.901,9.8,N-Grass,CattleAcid,3,15RAW
2025-10-30 03:02:15.595,40.418008888888885,8.7,983.2,0.008115851128794578,0.034139420030223126,23,2025-10-30 02:46:15.703,9.8,N-Grass,CattleAcid,3,17AA
2025-10-30 03:10:14.990,40.55117416666667,8.7,983.2,0.026985312460696173,0.03362142174269256,23,2025-10-30 03:02:15.595,9.8,N-Grass,CattleAcid,3,18H2SO4
2025-10-30 03:18:15.276,40.68458694444445,8.7,983.2,0.025758376943683464,0.03436277055186325,27,2025-10-30 03:10:14.990,9.8,N-Grass,CattleAcid,1,4AA
2025-10-30 03:34:14.778,40.95111527777778,8.7,982.6,0.018767159157198125,0.03436277055186325,26,2025-10-30 03:18:15.276,9.8,N-Grass,CattleAcid,1,8H2SO4
2025-10-30 03:58:14.453,41.351025,8.7,982.6,0.1287723404988822,0.033848190498164,24,2025-10-30 03:34:14.778,9.8,N-Grass,CattleAcid,1,11RAW
2025-10-30 04:06:13.500,41.48409361111111,8.7,982.6,0.03354121883925105,0.034139420030223126,23,2025-10-30 03:58:14.453,9.8,N-Grass,CattleAcid,2,12H2SO4
2025-10-30 04:14:13.338,41.617381944444446,8.7,982.6,0.1412316493806283,0.033848190498164,24,2025-10-30 04:06:13.500,9.8,N-Grass,CattleAcid,2,13RAW
2025-10-30 04:22:12.786,41.75056194444444,8.7,982.6,0.030833635067865534,0.034415112959279966,23,2025-10-30 04:14:13.338,9.8,N-Grass,CattleAcid,2,14AA
2025-10-30 04:30:13.142,41.88399416666666,8.5,982.5,0.14992218220969977,0.034375863625514924,23,2025-10-30 04:22:12.786,9.8,N-Grass,CattleAcid,3,15RAW
2025-10-30 04:46:12.759,42.150554444444445,8.5,982.5,0.009638682254437252,0.034139420030223126,24,2025-10-30 04:30:13.142,9.8,N-Grass,CattleAcid,3,17AA
2025-10-30 04:54:11.088,42.28342361111111,8.5,982.5,0.03162748737267332,0.03362142174269256,24,2025-10-30 04:46:12.759,9.8,N-Grass,CattleAcid,3,18H2SO4
2025-10-30 05:02:11.525,42.41687833333333,8.5,982.5,0.028009103905428486,0.03436277055186325,28,2025-10-30 04:54:11.088,9.8,N-Grass,CattleAcid,1,4AA
2025-10-30 05:18:10.687,42.68331222222222,8.5,982.5,0.02195900775790791,0.03436277055186325,27,2025-10-30 05:02:11.525,9.8,N-Grass,CattleAcid,1,8H2SO4
2025-10-30 05:42:10.956,43.08338694444444,8.6,982.5,0.11576712471312794,0.033848190498164,25,2025-10-30 05:18:10.687,9.8,N-Grass,CattleAcid,1,11RAW
2025-10-30 05:50:10.348,43.21655138888889,8.6,982.5,0.03608013410875242,0.034139420030223126,24,2025-10-30 05:42:10.956,9.8,N-Grass,CattleAcid,2,12H2SO4
2025-10-30 05:58:10.321,43.34987722222222,8.6,982.5,0.1271514420300494,0.033848190498164,25,2025-10-30 05:50:10.348,9.8,N-Grass,CattleAcid,2,13RAW
2025-10-30 06:06:09.793,43.483063888888886,8.6,982.5,0.0315072190958764,0.034415112959279966,24,2025-10-30 05:58:10.321,9.8,N-Grass,CattleAcid,2,14AA
2025-10-30 06:14:09.085,43.61620055555555,8.6,982.5,0.13067875122459824,0.034375863625514924,24,2025-10-30 06:06:09.793,9.8,N-Grass,CattleAcid,3,15RAW
2025-10-30 06:30:08.859,43.88280444444444,8.0,982.7,0.010763441857611173,0.034139420030223126,25,2025-10-30 06:14:09.085,9.8,N-Grass,CattleAcid,3,17AA
2025-10-30 06:38:08.065,44.01591722222222,8.0,982.7,0.03585279645471302,0.03362142174269256,25,2025-10-30 06:30:08.859,9.8,N-Grass,CattleAcid,3,18H2SO4
2025-10-30 06:46:08.219,44.14929333333333,8.0,982.7,0.03479480917295502,0.03436277055186325,29,2025-10-30 06:38:08.065,9.8,N-Grass,CattleAcid,1,4AA
2025-10-30 07:02:08.625,44.41607277777778,8.0,982.7,0.030518012962154603,0.03436277055186325,28,2025-10-30 06:46:08.219,9.8,N-Grass,CattleAcid,1,8H2SO4
2025-10-30 07:26:07.134,44.81565861111112,8.0,982.7,0.10770973866440303,0.033848190498164,26,2025-10-30 07:02:08.625,9.8,N-Grass,CattleAcid,1,11RAW
2025-10-30 07:34:07.467,44.949084444444445,8.1,983.7,0.04487769188737406,0.034139420030223126,25,2025-10-30 07:26:07.134,9.8,N-Grass,CattleAcid,2,12H2SO4
2025-10-30 07:42:06.967,45.08227888888889,8.1,983.7,0.11146916598826972,0.033848190498164,26,2025-10-30 07:34:07.467,9.8,N-Grass,CattleAcid,2,13RAW
2025-10-30 07:50:06.434,45.21546416666667,8.1,983.7,0.033952060784791294,0.034415112959279966,25,2025-10-30 07:42:06.967,9.8,N-Grass,CattleAcid,2,14AA
2025-10-30 07:58:06.736,45.34888138888889,8.1,983.7,0.11349445144797218,0.034375863625514924,25,2025-10-30 07:50:06.434,9.8,N-Grass,CattleAcid,3,15RAW
2025-10-30 08:14:05.519,45.61521,8.1,983.7,0.013524376829965282,0.034139420030223126,26,2025-10-30 07:58:06.736,9.8,N-Grass,CattleAcid,3,17AA
2025-10-30 08:22:05.914,45.74865305555556,8.1,983.7,0.03994937965742949,0.03362142174269256,26,2025-10-30 08:14:05.519,9.8,N-Grass,CattleAcid,3,18H2SO4
2025-10-30 08:30:05.530,45.88187972222222,8.0,984.7,0.035433223817506965,0.03436277055186325,30,2025-10-30 08:22:05.914,9.8,N-Grass,CattleAcid,1,4AA
2025-10-30 08:46:05.003,46.1484,8.0,984.7,0.03637304989966897,0.03436277055186325,29,2025-10-30 08:30:05.530,9.8,N-Grass,CattleAcid,1,8H2SO4
2025-10-30 09:10:03.967,46.54811222222222,8.0,984.7,0.09556148457441539,0.033848190498164,27,2025-10-30 08:46:05.003,9.8,N-Grass,CattleAcid,1,11RAW
2025-10-30 09:18:04.470,46.68158527777778,8.0,984.7,0.054743660333860196,0.034139420030223126,26,2025-10-30 09:10:03.967,9.8,N-Grass,CattleAcid,2,12H2SO4
2025-10-30 09:26:03.802,46.81473305555555,8.0,984.7,0.10453644428599725,0.033848190498164,27,2025-10-30 09:18:04.470,9.8,N-Grass,CattleAcid,2,13RAW
2025-10-30 09:34:03.249,46.94791277777778,7.4,986.0,0.04385973851384579,0.034415112959279966,26,2025-10-30 09:26:03.802,9.8,N-Grass,CattleAcid,2,14AA
2025-10-30 09:42:03.049,47.08119055555555,7.4,986.0,0.11435655791483294,0.034375863625514924,26,2025-10-30 09:34:03.249,9.8,N-Grass,CattleAcid,3,15RAW
2025-10-30 09:58:03.052,47.34785805555556,7.4,986.0,0.02532033487345084,0.034139420030223126,27,2025-10-30 09:42:03.049,9.8,N-Grass,CattleAcid,3,17AA
2025-10-30 10:06:01.134,47.48065861111112,7.4,986.0,0.06285340905700618,0.03362142174269256,27,2025-10-30 09:58:03.052,9.8,N-Grass,CattleAcid,3,18H2SO4
2025-10-30 10:14:01.605,47.61412277777778,7.4,986.0,0.061353903201351936,0.03436277055186325,31,2025-10-30 10:06:01.134,9.8,N-Grass,CattleAcid,1,4AA
2025-10-30 10:30:02.325,47.880989444444445,8.1,987.3,0.06879169963474897,0.03436277055186325,30,2025-10-30 10:14:01.605,9.8,N-Grass,CattleAcid,1,8H2SO4
2025-10-30 10:54:01.338,48.28071527777778,8.1,987.3,0.1380959222434721,0.033848190498164,28,2025-10-30 10:30:02.325,9.8,N-Grass,CattleAcid,1,11RAW
2025-10-30 11:02:00.477,48.413809444444446,8.1,987.3,0.12032751223791291,0.034139420030223126,27,2025-10-30 10:54:01.338,9.8,N-Grass,CattleAcid,2,12H2SO4
2025-10-30 11:10:00.316,48.54709805555556,8.1,987.3,0.131910190479405,0.033848190498164,28,2025-10-30 11:02:00.477,9.8,N-Grass,CattleAcid,2,13RAW
2025-10-30 11:18:00.117,48.68037611111111,8.1,987.3,0.08410390964857474,0.034415112959279966,27,2025-10-30 11:10:00.316,9.8,N-Grass,CattleAcid,2,14AA
2025-10-30 11:25:59.290,48.81347972222223,8.1,987.3,0.1807196992329802,0.034375863625514924,27,2025-10-30 11:18:00.117,9.8,N-Grass,CattleAcid,3,15RAW
2025-10-30 11:41:59.638,49.08024305555556,10.1,988.4,0.11793210867026846,0.034139420030223126,28,2025-10-30 11:25:59.290,9.8,N-Grass,CattleAcid,3,17AA
2025-10-30 11:49:58.430,49.21324083333333,10.1,988.4,0.13933415597077553,0.03362142174269256,28,2025-10-30 11:41:59.638,9.8,N-Grass,CattleAcid,3,18H2SO4
2025-10-30 11:57:58.257,49.34652611111111,10.1,988.4,0.1387381979997256,0.03436277055186325,32,2025-10-30 11:49:58.430,9.8,N-Grass,CattleAcid,1,4AA
2025-10-30 12:13:58.637,49.61329833333333,10.1,988.4,0.10919380701007245,0.03436277055186325,31,2025-10-30 11:57:58.257,9.8,N-Grass,CattleAcid,1,8H2SO4
2025-10-30 12:37:59.177,50.01344833333333,11.0,989.3,0.1451930914466028,0.033848190498164,29,2025-10-30 12:13:58.637,9.8,N-Grass,CattleAcid,1,11RAW
2025-10-30 12:45:58.882,50.14669972222222,11.0,989.3,0.15130310851255097,0.034139420030223126,28,2025-10-30 12:37:59.177,9.8,N-Grass,CattleAcid,2,12H2SO4
2025-10-30 12:53:57.640,50.27968805555556,11.0,989.3,0.1303235372356977,0.033848190498164,29,2025-10-30 12:45:58.882,9.8,N-Grass,CattleAcid,2,13RAW
2025-10-30 13:01:57.530,50.41299083333333,11.0,989.3,0.09858832634214532,0.034415112959279966,28,2025-10-30 12:53:57.640,9.8,N-Grass,CattleAcid,2,14AA
2025-10-30 13:09:57.377,50.546281666666665,11.0,989.3,0.14208349828952538,0.034375863625514924,28,2025-10-30 13:01:57.530,9.8,N-Grass,CattleAcid,3,15RAW
2025-10-30 13:25:56.855,50.812803333333335,11.0,989.3,0.08772990434754085,0.034139420030223126,29,2025-10-30 13:09:57.377,9.8,N-Grass,CattleAcid,3,17AA
2025-10-30 13:33:55.987,50.94589555555555,10.6,990.4,0.1345573878210305,0.03362142174269256,29,2025-10-30 13:25:56.855,9.9,N-Grass,CattleAcid,3,18H2SO4
2025-10-30 13:41:56.009,51.079235,10.6,990.4,0.08704493000437015,0.03436277055186325,33,2025-10-30 13:33:55.987,9.9,N-Grass,CattleAcid,1,4AA
2025-10-30 13:57:55.734,51.34582527777778,10.6,990.4,0.0646982551567337,0.03436277055186325,32,2025-10-30 13:41:56.009,9.9,N-Grass,CattleAcid,1,8H2SO4
2025-10-30 14:21:55.536,51.74577027777777,10.6,990.4,0.0774315275342373,0.033848190498164,30,2025-10-30 13:57:55.734,9.9,N-Grass,CattleAcid,1,11RAW
2025-10-30 14:29:54.779,51.87889333333334,10.6,990.4,0.10408004321539546,0.034139420030223126,29,2025-10-30 14:21:55.536,9.9,N-Grass,CattleAcid,2,12H2SO4
2025-10-30 14:37:54.757,52.01222055555556,9.1,991.5,0.08153952111493504,0.033848190498164,30,2025-10-30 14:29:54.779,9.9,N-Grass,CattleAcid,2,13RAW
2025-10-30 14:45:53.711,52.14526333333333,9.1,991.5,0.08806539047743048,0.034415112959279966,29,2025-10-30 14:37:54.757,9.9,N-Grass,CattleAcid,2,14AA
2025-10-30 14:53:53.877,52.278642777777776,9.1,991.5,0.07910257976898322,0.034375863625514924,29,2025-10-30 14:45:53.711,9.9,N-Grass,CattleAcid,3,15RAW
2025-10-30 15:09:53.657,52.54524833333333,9.1,991.5,0.021071480196194016,0.034139420030223126,30,2025-10-30 14:53:53.877,9.9,N-Grass,CattleAcid,3,17AA
2025-10-30 15:17:52.907,52.67837333333333,9.1,991.5,0.04200100867513836,0.03362142174269256,30,2025-10-30 15:09:53.657,9.9,N-Grass,CattleAcid,3,18H2SO4
2025-10-30 15:25:52.789,52.81167388888889,9.1,991.5,0.03262637193853615,0.03436277055186325,34,2025-10-30 15:17:52.907,9.9,N-Grass,CattleAcid,1,4AA
2025-10-30 15:41:51.186,53.07789527777778,7.0,992.6,0.03798436138622086,0.03436277055186325,33,2025-10-30 15:25:52.789,10.0,N-Grass,CattleAcid,1,8H2SO4
2025-10-30 16:05:50.987,53.47783999999999,7.0,992.6,0.03502392597666445,0.033848190498164,31,2025-10-30 15:41:51.186,10.0,N-Grass,CattleAcid,1,11RAW
2025-10-30 16:13:51.865,53.61141722222223,7.0,992.6,0.06947768225743249,0.034139420030223126,30,2025-10-30 16:05:50.987,10.0,N-Grass,CattleAcid,2,12H2SO4
2025-10-30 16:21:50.963,53.7445,7.0,992.6,0.03103981824697015,0.033848190498164,31,2025-10-30 16:13:51.865,10.0,N-Grass,CattleAcid,2,13RAW
2025-10-30 16:29:51.049,53.87785722222222,7.0,992.6,0.03372206355192961,0.034415112959279966,30,2025-10-30 16:21:50.963,10.0,N-Grass,CattleAcid,2,14AA
2025-10-30 16:37:51.062,54.01119416666667,4.4,993.8,0.02370414744277143,0.034375863625514924,30,2025-10-30 16:29:51.049,10.0,N-Grass,CattleAcid,3,15RAW
2025-10-30 16:53:50.703,54.27776111111111,4.4,993.8,0.004699843979060851,0.034139420030223126,31,2025-10-30 16:37:51.062,10.0,N-Grass,CattleAcid,3,17AA
2025-10-30 17:01:50.081,54.41092166666667,4.4,993.8,0.045868321444931796,0.03362142174269256,31,2025-10-30 16:53:50.703,10.0,N-Grass,CattleAcid,3,18H2SO4
2025-10-30 17:09:50.566,54.54438972222223,4.4,993.8,0.030346158259989417,0.03436277055186325,35,2025-10-30 17:01:50.081,10.0,N-Grass,CattleAcid,1,4AA
2025-10-30 17:25:49.635,54.81079777777778,4.4,993.8,0.04109543695200425,0.03436277055186325,34,2025-10-30 17:09:50.566,10.0,N-Grass,CattleAcid,1,8H2SO4
2025-10-30 17:49:48.292,55.21042472222223,3.1,995.1,0.01895653110726908,0.033848190498164,32,2025-10-30 17:25:49.635,9.9,N-Grass,CattleAcid,1,11RAW
2025-10-30 17:57:48.299,55.34376,3.1,995.1,0.0725527842679988,0.034139420030223126,31,2025-10-30 17:49:48.292,9.9,N-Grass,CattleAcid,2,12H2SO4
2025-10-30 18:05:48.740,55.47721583333334,3.1,995.1,0.022918604593463864,0.033848190498164,32,2025-10-30 17:57:48.299,9.9,N-Grass,CattleAcid,2,13RAW
2025-10-30 18:13:48.124,55.61037805555556,3.1,995.1,0.03340033190943955,0.034415112959279966,31,2025-10-30 18:05:48.740,9.9,N-Grass,CattleAcid,2,14AA
2025-10-30 18:21:47.204,55.74345583333333,3.1,995.1,0.017417245848174744,0.034375863625514924,31,2025-10-30 18:13:48.124,9.9,N-Grass,CattleAcid,3,15RAW
2025-10-30 18:37:47.006,56.0100675,4.2,996.1,0.005180934478712115,0.034139420030223126,32,2025-10-30 18:21:47.204,9.8,N-Grass,CattleAcid,3,17AA
2025-10-30 18:45:46.213,56.14318055555556,4.2,996.1,0.06047763057591807,0.03362142174269256,32,2025-10-30 18:37:47.006,9.8,N-Grass,CattleAcid,3,18H2SO4
2025-10-30 18:53:45.694,56.27636972222223,4.2,996.1,0.048444674283518,0.03436277055186325,36,2025-10-30 18:45:46.213,9.8,N-Grass,CattleAcid,1,4AA
2025-10-30 19:09:45.763,56.543055555555554,4.2,996.1,0.05017222002784812,0.03436277055186325,35,2025-10-30 18:53:45.694,9.8,N-Grass,CattleAcid,1,8H2SO4
2025-10-30 19:33:44.905,56.94281722222222,3.1,996.8,0.01776209975715363,0.033848190498164,33,2025-10-30 19:09:45.763,9.7,N-Grass,CattleAcid,1,11RAW
2025-10-30 19:41:44.332,57.07599138888889,3.1,996.8,0.0787582680529221,0.034139420030223126,32,2025-10-30 19:33:44.905,9.7,N-Grass,CattleAcid,2,12H2SO4
2025-10-30 19:49:44.042,57.20924416666667,3.1,996.8,0.025223403077934182,0.033848190498164,33,2025-10-30 19:41:44.332,9.7,N-Grass,CattleAcid,2,13RAW
2025-10-30 19:57:44.565,57.34272277777778,3.1,996.8,0.04344809715847498,0.034415112959279966,32,2025-10-30 19:49:44.042,9.7,N-Grass,CattleAcid,2,14AA
2025-10-30 20:05:44.134,57.47593638888889,3.1,996.8,0.020004865466692456,0.034375863625514924,32,2025-10-30 19:57:44.565,9.7,N-Grass,CattleAcid,3,15RAW
2025-10-30 20:21:43.884,57.74253361111112,3.1,996.8,0.009569029373745165,0.034139420030223126,33,2025-10-30 20:05:44.134,9.7,N-Grass,CattleAcid,3,17AA
2025-10-30 20:29:43.308,57.875706944444445,3.1,996.8,0.06344291820009595,0.03362142174269256,33,2025-10-30 20:21:43.884,9.7,N-Grass,CattleAcid,3,18H2SO4
2025-10-30 20:37:42.443,58.0088,3.4,997.9,0.057002540558760174,0.03436277055186325,37,2025-10-30 20:29:43.308,9.6,N-Grass,CattleAcid,1,4AA
2025-10-30 20:53:42.460,58.27547138888888,3.4,997.9,0.05280758503631494,0.03436277055186325,36,2025-10-30 20:37:42.443,9.6,N-Grass,CattleAcid,1,8H2SO4
2025-10-30 21:17:40.676,58.674975833333335,3.4,997.9,0.018700236973050975,0.033848190498164,34,2025-10-30 20:53:42.460,9.6,N-Grass,CattleAcid,1,11RAW
2025-10-30 21:25:40.933,58.80838055555556,3.4,997.9,0.07911565516568017,0.034139420030223126,33,2025-10-30 21:17:40.676,9.6,N-Grass,CattleAcid,2,12H2SO4
2025-10-30 21:33:40.700,58.94164916666667,3.6,998.7,0.02610629609566359,0.033848190498164,34,2025-10-30 21:25:40.933,9.5,N-Grass,CattleAcid,2,13RAW
