station,date,time,prec,surfwet,glorad,metp,megrtp,mesotp10,mesotp30,meanrh,meanwd,meanwv,wd2,wv2,pres,netrad,heatflux
6069,04/10/2025,12,0,0,291,11.8,12,10.8,11.3,90.2,null,null,175.1,4.3,977.3,147.8,-2.8
6069,04/10/2025,13,0,0,87.4,11.7,11.6,10.8,11.3,87.8,null,null,176.8,4.9,976.9,35.6,-0.9
6069,04/10/2025,14,0.4,0,108.8,10.7,10.5,11,11.3,88.1,null,null,176.6,4.1,976.5,55.9,0.2
6069,04/10/2025,15,0,0,218.5,11.5,11.7,11.1,11.3,87.7,null,null,181.1,3.8,976.3,103.9,0.2
6069,04/10/2025,16,0,0,100.8,11.6,11.4,11.1,11.3,84.3,null,null,198.2,3.7,976.1,-4.3,0.8
6069,04/10/2025,17,0,0,21.8,10.7,10,11.2,11.3,86.5,null,null,188.2,3.1,975.9,-56.6,0.8
6069,04/10/2025,18,0,0,0,9.8,9,11.3,11.4,88.3,null,null,180.4,2.9,976,-63.4,-0.1
6069,04/10/2025,19,0,0,0.4,9.4,8.8,11.2,11.4,89.5,null,null,192.2,3.2,975.9,-43.2,-1.5
6069,04/10/2025,20,0.1,0,0,9.2,8.7,11.2,11.4,92.2,null,null,201.1,2.7,976.2,-14.5,-2.5
6069,04/10/2025,21,0,0,0,8.7,8,11.2,11.4,94.3,null,null,186.7,2.7,976.4,-14.7,-3.2
6069,04/10/2025,22,0.7,0,0.1,8.9,8.6,11.1,11.4,95.3,null,null,200.7,2.6,977,-26,-4
6069,04/10/2025,23,0.1,0,0,9,8.7,11.1,11.4,94.9,null,null,200.9,2.3,977.2,-13.6,-4.5
6069,05/10/2025,0,0.4,0,0.2,9.1,8.9,11,11.5,94.6,null,null,209.3,2.9,977.5,-11.9,-4.6
6069,05/10/2025,1,0.9,0,0.2,9.2,9.1,11,11.4,94.9,null,null,207.2,3.1,977.6,-16.6,-4.6
6069,05/10/2025,2,0.3,0,0.1,9.4,9.1,11,11.4,95.1,null,null,200.9,3.1,977.7,-17.2,-4.6
6069,05/10/2025,3,0.2,0,0.2,9.6,9.3,11,11.4,94.1,null,null,227.9,3.3,978,-22.7,-4.5
6069,05/10/2025,4,0,0,0.3,9.7,9.3,11,11.4,93.5,null,null,224.1,3.2,978.2,-25.4,-4.4
6069,05/10/2025,5,0.2,0,0.3,9.9,9.4,11,11.4,93.4,null,null,227.1,3.2,978.6,-29.3,-4.3
6069,05/10/2025,6,0.1,0,1.4,9.9,9.3,11,11.4,93.3,null,null,230.4,3.2,979.2,-28.9,-4.2
6069,05/10/2025,7,0.3,0,34.7,9.9,9.4,10.9,11.4,93.4,null,null,218.5,3.2,979.8,-24.1,-4.3
6069,05/10/2025,8,0.2,0,119.3,10.5,10.4,11,11.4,92.4,null,null,221.4,3.4,980.7,42.9,-4.2
6069,05/10/2025,9,0.3,0,170.4,10.8,10.9,11,11.4,92.2,null,null,231.1,3.8,981.1,95.4,-3.3
6069,05/10/2025,10,0.4,0,154.6,11.3,11.3,11,11.4,92.1,null,null,223.4,4.5,981.2,97.3,-2.1
6069,05/10/2025,11,0.7,0,143.7,11.6,11.6,11.1,11.4,92.3,null,null,241.8,4.7,981.4,91,-0.7
6069,05/10/2025,12,1.1,0,120.7,11.7,11.7,11.1,11.4,92.8,null,null,244.7,4.1,981.6,75.2,0.4
6069,05/10/2025,13,0.3,0,90.1,11.7,11.6,11.2,11.4,92.1,null,null,251.6,4.6,981.7,53.1,1.3
6069,05/10/2025,14,0.8,0,78.2,11.6,11.6,11.3,11.4,93.8,null,null,244,5.2,981.6,45.2,1.7
6069,05/10/2025,15,1.2,0,66.5,11.7,11.6,11.4,11.5,94.7,null,null,256.1,4.6,981.7,36.2,1.8
6069,05/10/2025,16,0.2,0,49.5,12.2,11.7,11.4,11.5,90.1,null,null,268.2,5.4,982.1,17.4,1.7
6069,05/10/2025,17,0.2,0,11.7,12.2,11.5,11.5,11.5,89.2,null,null,273.6,6,982.3,-9.8,1.5
6069,05/10/2025,18,0,0,2.5,12.8,11.7,11.5,11.5,86.1,null,null,292.8,6.1,983.3,-16.8,1
6069,05/10/2025,19,0,0,0.8,13,11.6,11.6,11.6,80.4,null,null,308.3,6.6,984.9,-17.7,0.5
6069,05/10/2025,20,0.2,0,0.5,12.6,11.9,11.6,11.6,88.3,null,null,309.4,6.7,987,-19.8,0
6069,05/10/2025,21,0.3,0,0.7,12.6,11.8,11.6,11.6,89.2,null,null,310.8,5.9,988.9,-23.3,-0.3
6069,05/10/2025,22,0,0,1.6,12.5,11.5,11.6,11.6,85.1,null,null,314.3,6.3,990.7,-41.5,-0.4
6069,05/10/2025,23,0,0,0,12.2,11.3,11.6,11.6,84,null,null,311.6,6.2,992.2,-78.6,-0.7
6069,06/10/2025,0,0,0,0,11.8,10.8,11.6,11.7,83.6,null,null,314,5.4,993.6,-89,-1.3
6069,06/10/2025,1,0,0,0,11.5,10.6,11.6,11.7,83.6,null,null,313.5,5.5,994.9,-90.1,-2.1
6069,06/10/2025,2,0,0,0,11.3,10.4,11.6,11.7,83.8,null,null,313.7,4.9,996,-88.2,-2.8
6069,06/10/2025,3,0,0,0,11,10.2,11.5,11.7,85.6,null,null,307,4,997.1,-81,-3.4
6069,06/10/2025,4,0,0,0,10.8,10,11.5,11.7,86.1,null,null,302.5,3.5,998.2,-85.8,-3.9
6069,06/10/2025,5,0,0,0,10.7,9.7,11.5,11.7,85.1,null,null,303.4,3.6,999.2,-84.8,-4.3
6069,06/10/2025,6,0,0,2.3,10.5,9.5,11.4,11.7,84.7,null,null,306,3.2,1000.1,-76.7,-4.7
6069,06/10/2025,7,0,0,30.4,10.2,9.4,11.4,11.7,85.2,null,null,296,2.2,1001,-51.2,-5
6069,06/10/2025,8,0,0,119.7,10.2,9.6,11.4,11.7,83.6,null,null,286.7,2.1,1002,-10.5,-5
6069,06/10/2025,9,0,0,299.1,12,12.5,11.3,11.7,80.2,null,null,305.4,3.4,1003.2,104.5,-4.8
6069,06/10/2025,10,0,0,394.5,13.2,13.8,11.3,11.7,73.7,null,null,311.3,3.8,1004.3,181.8,-3.5
6069,06/10/2025,11,0,0,458.4,14,15.2,11.4,11.6,72,null,null,317.6,4.1,1005,247.5,-1.6
6069,06/10/2025,12,0,0,404.6,14,15.3,11.5,11.7,72.6,null,null,318.4,3.6,1005.5,200.2,0.9
6069,06/10/2025,13,0,0,414.6,14.4,15.3,11.6,11.7,68,null,null,319.2,4,1006,194.6,2.8
6069,06/10/2025,14,0,0,339.3,14.6,15.3,11.7,11.7,68.9,null,null,309.6,3.6,1006.6,134.3,3.8
6069,06/10/2025,15,0,0,115.8,13.9,13.6,11.8,11.7,73.7,null,null,317.3,2.5,1007.1,9.1,4.3
6069,06/10/2025,16,0,0,59.9,13.6,13.2,11.9,11.7,79.8,null,null,295.2,2.4,1007.8,-12.7,3.9
6069,06/10/2025,17,0,0,15.7,13.2,12.7,12,11.8,84.6,null,null,288.2,2.3,1008.2,-31.8,3.4
6069,06/10/2025,18,0,0,0.3,12.9,12.3,12.1,11.8,86.8,null,null,282.5,1.6,1008.8,-33.3,2.7
6069,06/10/2025,19,0,0,0,12.4,11.5,12.1,11.9,89.8,null,null,260.4,0.9,1009.1,-43.1,2
6069,06/10/2025,20,0,0,0,12.2,11.4,12.1,11.9,92,null,null,265,0.9,1009.5,-35.7,1.2
6069,06/10/2025,21,0,0,0.2,12.1,11.2,12.1,11.9,92.8,null,null,240.8,0.7,1009.8,-29.3,0.5
6069,06/10/2025,22,0,0,0,12.1,11.6,12.1,12,93.4,null,null,253.4,1,1010.2,-33.2,0.1
6069,06/10/2025,23,0,0,0,11.6,10.2,12.1,12,93.8,null,null,208.6,0.7,1010.1,-52,-0.2
6069,07/10/2025,0,0,0,0,11,9.3,12,12,95.6,null,null,195.7,0.6,1010.2,-34.3,-1.1
6069,07/10/2025,1,0,0,0.1,11.3,10.9,12,12,96.4,null,null,235,1.2,1010.7,-14.1,-2.4
6069,07/10/2025,2,0.3,0,0.4,11.7,11.5,12,12,96.6,null,null,223.4,1,1010.8,-14.2,-2.6
6069,07/10/2025,3,0,0,0.2,11.7,11.5,11.9,12,96.9,null,null,180.9,1.2,1010.2,-16.2,-2.1
6069,07/10/2025,4,0,0,0.2,11.7,11.6,11.9,12,97.1,null,null,197.2,1.5,1010,-14.5,-1.7
6069,07/10/2025,5,0,0,0.3,11.9,11.9,11.9,12,97.2,null,null,194.6,1.6,1010.4,-13.4,-1.3
6069,07/10/2025,6,0,0,0.5,12.1,12.1,11.9,12,97.4,null,null,185.7,1.7,1010.2,-13.3,-0.9
6069,07/10/2025,7,0.1,0,9.6,12.3,12.3,12,12,97.6,null,null,185.4,2.2,1010.1,-6.1,-0.6
6069,07/10/2025,8,0.3,0,25.2,12.6,12.7,12,12,97.9,null,null,203.6,2.1,1010.3,6.5,-0.3
6069,07/10/2025,9,2.3,0,34.2,13.2,13.3,12,12,97.9,null,null,194.6,2.2,1010.3,12.6,0.2
6069,07/10/2025,10,3.5,0,42.2,13.6,13.7,12,12,97.6,null,null,199.6,2.4,1010.2,18.5,1
6069,07/10/2025,11,1.1,0,44,14,14.1,12.1,12.1,97.3,null,null,218.2,1.8,1010.4,19.5,2.1
6069,07/10/2025,12,0.1,0,105.5,14.5,14.8,12.2,12.1,97,null,null,216.4,2,1010.1,59.2,2.7
6069,07/10/2025,13,0,0,175.9,15.1,15.5,12.2,12.1,94.5,null,null,233.2,2.2,1009.8,92.6,3.7
6069,07/10/2025,14,0,0,113.5,15.2,14.9,12.4,12.1,89.9,null,null,218.3,2.2,1009.5,53.1,5.2
6069,07/10/2025,15,0,0,83.1,15,14.5,12.5,12.2,88.1,null,null,211,2.2,1009,25.7,6.3
6069,07/10/2025,16,0,0,27.3,15,14.5,12.6,12.2,89.3,null,null,233,2.3,1008.8,-4.7,6.4
6069,07/10/2025,17,0,0,7.5,14.7,14.1,12.6,12.2,88.9,null,null,239.8,2.4,1008.5,-27.3,6.1
6069,07/10/2025,18,0,0,0,14.1,13.1,12.7,12.3,87.4,null,null,255,2.4,1008.6,-42.9,5.3
6069,07/10/2025,19,0,0,0,13.4,12.5,12.7,12.3,89.4,null,null,248.9,2.2,1008.5,-40.5,4.4
6069,07/10/2025,20,0,0,0,13.1,12.3,12.7,12.4,90.8,null,null,251.5,2.5,1008.7,-47.1,3.5
6069,07/10/2025,21,0,0,0,12.6,12,12.7,12.4,92.3,null,null,244,2.2,1008.6,-47.6,2.7
6069,07/10/2025,22,0,0,0,12.4,11.7,12.7,12.4,92.9,null,null,237.3,2.4,1008.3,-54.1,2.1
6069,07/10/2025,23,0,0,0,12.1,11.3,12.7,12.4,93.1,null,null,233.1,2,1008.1,-53.1,1.4
6069,08/10/2025,0,0,0,0.3,12.3,11.8,12.7,12.5,92.9,null,null,242.8,2.3,1008.1,-30,0.8
6069,08/10/2025,1,0,0,0.3,12.5,12.1,12.6,12.5,93,null,null,232.4,2.2,1007.8,-19.3,0.5
6069,08/10/2025,2,0,0,0,12.6,12.3,12.6,12.5,94.1,null,null,240.2,2.2,1007.6,-16.3,0.4
6069,08/10/2025,3,0,0,0.2,12.8,12.5,12.6,12.5,95.3,null,null,253.6,2.1,1007.4,-16.5,0.5
6069,08/10/2025,4,0,0,0.1,12.9,12.7,12.6,12.5,95.5,null,null,269.7,2.2,1007.2,-18.6,0.6
6069,08/10/2025,5,0,0,0.1,12.8,12.4,12.6,12.5,94.5,null,null,282,2,1007.3,-30.8,0.8
6069,08/10/2025,6,0,0,0.8,12.7,12.3,12.6,12.5,94.5,null,null,272.8,1.7,1007.6,-22.5,0.7
6069,08/10/2025,7,0,0,34.5,12.2,11.6,12.6,12.5,95.2,null,null,267.6,1.5,1007.6,-12.9,0.6
6069,08/10/2025,8,0,0,178.8,12.5,12.7,12.6,12.5,92.3,null,null,290.9,2.4,1008,43.5,0.3
6069,08/10/2025,9,0,0,251.1,12.8,13.3,12.6,12.5,86.7,null,null,300.8,3,1008.3,93.7,0.6
6069,08/10/2025,10,0,0,401.8,13.3,14.2,12.6,12.5,78.4,null,null,291.9,3.3,1008.4,190.6,1.4
6069,08/10/2025,11,0,0,235.7,13.5,14.3,12.7,12.5,73.1,null,null,297.4,3,1008.4,121.9,2.4
6069,08/10/2025,12,0,0,261.4,13.5,13.9,12.7,12.5,69.4,null,null,292.4,3.2,1008.4,144.6,3.5
6069,08/10/2025,13,0,0,373.8,13.8,14.4,12.8,12.6,64.8,null,null,308.4,3.1,1008.4,178.3,4.5
6069,08/10/2025,14,0,0,383.7,14.3,15.6,12.9,12.6,58.7,null,null,298.4,2.8,1008.6,160.5,4.7
6069,08/10/2025,15,0,0,269,14.2,15.4,12.9,12.6,59.4,null,null,295.9,2.4,1008.6,64.8,4.5
6069,08/10/2025,16,0,0,130.2,13.6,13.9,13,12.6,59.3,null,null,308.4,2.2,1008.5,-37.7,3.9
6069,08/10/2025,17,0,0,11.5,11.9,10.5,13,12.6,66,null,null,274.8,0.9,1008.7,-63.8,2.4
6069,08/10/2025,18,0,0,0,11,9.9,13,12.7,73.5,null,null,277.8,1,1008.8,-52.5,0.4
6069,08/10/2025,19,0,0,0,10.4,9.2,12.9,12.7,81.7,null,null,256.6,0.7,1009.1,-52.1,-1.1
6069,08/10/2025,20,0,0,0,10.5,9.9,12.8,12.7,86.2,null,null,260.7,1.1,1009.2,-39.9,-2.2
6069,08/10/2025,21,0,0,0,9.8,8.5,12.8,12.7,88.1,null,null,263.3,1,1009.4,-83.2,-2.8
6069,08/10/2025,22,0,0,0,8.9,7.3,12.7,12.7,91.3,null,null,237.7,0.8,1009.6,-62.2,-3.8
6069,08/10/2025,23,0,0,0,8.5,7.2,12.6,12.7,91.7,null,null,229,1.1,1009.5,-45,-5.2
6069,09/10/2025,0,0,0,0,8.1,6.7,12.4,12.7,92.5,null,null,232.8,0.9,1009.4,-36.6,-6.3
6069,09/10/2025,1,0,0,0,7.8,6.3,12.3,12.7,92.1,null,null,218.8,0.9,1009.3,-31.6,-7.2
6069,09/10/2025,2,0,0,0,7.6,6.1,12.2,12.6,91.6,null,null,229.5,1,1009.3,-29.6,-8.2
6069,09/10/2025,3,0,0,0,7.6,6.6,12.1,12.6,90.6,null,null,233.8,1.4,1009,-28.8,-9
6069,09/10/2025,4,0,0,0,7.5,6.6,12,12.5,91.2,null,null,229.6,1.4,1008.8,-28,-9.3
6069,09/10/2025,5,0,0,0,7.2,6,11.9,12.5,92.3,null,null,205.3,1.1,1008.7,-25.4,-9.4
6069,09/10/2025,6,0,0,0.8,7.6,7.1,11.8,12.5,93.2,null,null,210.7,1.3,1008.6,-20.8,-9.6
6069,09/10/2025,7,0,0,37.2,8.4,8.1,11.7,12.4,93.7,null,null,213.4,1.7,1008.6,3.2,-9.4
6069,09/10/2025,8,0,0,117.5,9.6,9.9,11.6,12.3,91.7,null,null,209,2.2,1008.7,22.7,-8.8
6069,09/10/2025,9,0,0,148.3,11.2,11.6,11.6,12.3,90.2,null,null,228.6,2.6,1008.6,65,-7.6
6069,09/10/2025,10,0,0,140.1,12.4,12.8,11.6,12.2,90,null,null,239,2.8,1008.6,82.8,-5.8
6069,09/10/2025,11,0,0,90.4,12.5,12.7,11.6,12.2,93.8,null,null,254.6,2.8,1008.5,53.2,-3.6
6069,09/10/2025,12,0,0,116.4,12.7,12.9,11.7,12.2,93.1,null,null,256,3.4,1008,71.9,-1.9
6069,09/10/2025,13,0,0,113.8,13,13.1,11.8,12.2,92.6,null,null,262.4,3.3,1008,70.3,-0.7
6069,09/10/2025,14,0,0,79.6,13.4,13.3,11.9,12.2,90.5,null,null,249.1,3.4,1007.5,41.4,0.5
6069,09/10/2025,15,0,0,49.6,13,12.9,12.1,12.2,92,null,null,257.9,3.6,1007.2,17.9,1.2
6069,09/10/2025,16,0,0,23.7,12.8,12.7,12.1,12.2,91.4,null,null,275.2,3.3,1007.3,-5.8,1.3
6069,09/10/2025,17,0,0,8.4,12.5,12,12.2,12.2,84,null,null,281.8,3.2,1007.5,-41,1.2
6069,09/10/2025,18,0,0,0.3,11.9,11.4,12.3,12.2,84.8,null,null,270.7,2.7,1007.6,-39.7,0.5
6069,09/10/2025,19,0,0,0,11.5,11.1,12.2,12.3,88.3,null,null,269.4,2.6,1007.9,-51.8,-0.6
6069,09/10/2025,20,0.1,0,0,11.5,10.8,12.2,12.3,84.3,null,null,273.2,2.7,1008.6,-64.8,-1.4
6069,09/10/2025,21,0,0,0,11.6,11.1,12.2,12.3,84.4,null,null,278.1,3.1,1009,-40.3,-2.2
6069,09/10/2025,22,0,0,0,11.6,10.9,12.1,12.3,79.1,null,null,288.1,4.2,1009.5,-63.4,-2.7
6069,09/10/2025,23,0,0,0,11.3,10.6,12.1,12.3,80.6,null,null,282.2,3.7,1009.7,-67.6,-3.3
6069,10/10/2025,0,0,0,0,11.2,10.5,12,12.3,79.7,null,null,283,4.1,1009.8,-71.9,-4
